prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss,sport,bet_type,model,game_time,bet_placed,prediction_error
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_ensemble,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,157.08,OVER,NONE,WIN,0.62,0.91,NCAAB,totals,ensemble,03:30 AM,YES,5.919999999999988
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_random_forest,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,158.61,OVER,LOW,WIN,2.15,0.91,NCAAB,totals,random_forest,03:30 AM,NO,4.389999999999986
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_xgboost,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,156.12,UNDER,NONE,LOSS,-0.33,-1.0,NCAAB,totals,xgboost,03:30 AM,YES,6.879999999999996
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_lightgbm,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,152.79,UNDER,MEDIUM,LOSS,-3.66,-1.0,NCAAB,totals,lightgbm,03:30 AM,NO,10.210000000000008
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_totals_linear_regression,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,163.0,156.46,158.03,OVER,NONE,WIN,1.58,0.91,NCAAB,totals,linear_regression,03:30 AM,YES,4.969999999999999
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_ensemble,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,0.41,AWAY,HIGH,WIN,3.26,0.91,NCAAB,spreads,ensemble,03:30 AM,YES,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_random_forest,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,0.9,AWAY,HIGH,WIN,3.75,0.91,NCAAB,spreads,random_forest,03:30 AM,NO,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_xgboost,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,0.64,AWAY,HIGH,WIN,3.49,0.91,NCAAB,spreads,xgboost,03:30 AM,YES,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_lightgbm,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,0.19,AWAY,HIGH,WIN,3.04,0.91,NCAAB,spreads,lightgbm,03:30 AM,NO,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_spreads_linear_regression,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,-2.85,-0.61,AWAY,MEDIUM,WIN,2.24,0.91,NCAAB,spreads,linear_regression,03:30 AM,YES,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_moneyline_ensemble,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,0.6199,0.5513,AWAY,MEDIUM,WIN,-0.0686,0.91,NCAAB,moneyline,ensemble,03:30 AM,YES,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_moneyline_random_forest,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,0.6199,0.4505,AWAY,HIGH,WIN,-0.1694,0.91,NCAAB,moneyline,random_forest,03:30 AM,NO,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_moneyline_xgboost,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,0.6199,0.7009,HOME,MEDIUM,LOSS,0.081,-1.0,NCAAB,moneyline,xgboost,03:30 AM,YES,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_moneyline_lightgbm,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,0.6199,0.6521,HOME,LOW,LOSS,0.0322,-1.0,NCAAB,moneyline,lightgbm,03:30 AM,NO,
2025-11-11_UNC Wilmington Seahawks_Kent State Golden Flashes_moneyline_logistic_regression,2025-11-10,UNC Wilmington Seahawks,Kent State Golden Flashes,86,77,,0.6199,0.4206,AWAY,HIGH,WIN,-0.1993,0.91,NCAAB,moneyline,logistic_regression,03:30 AM,YES,
2025-11-11_Stetson Hatters_Miami Hurricanes_totals_ensemble,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,163.0,162.12,163.0,OVER,NONE,WIN,0.88,0.91,NHL,totals,ensemble,03:30 AM,YES,0.0
2025-11-11_Stetson Hatters_Miami Hurricanes_totals_random_forest,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,163.0,162.12,163.06,OVER,NONE,WIN,0.94,0.91,NHL,totals,random_forest,03:30 AM,NO,0.0600000000000022
2025-11-11_Stetson Hatters_Miami Hurricanes_totals_xgboost,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,163.0,162.12,163.71,OVER,NONE,WIN,1.59,0.91,NHL,totals,xgboost,03:30 AM,YES,0.710000000000008
2025-11-11_Stetson Hatters_Miami Hurricanes_totals_lightgbm,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,163.0,162.12,162.5,OVER,NONE,WIN,0.38,0.91,NHL,totals,lightgbm,03:30 AM,NO,0.5
2025-11-11_Stetson Hatters_Miami Hurricanes_totals_linear_regression,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,163.0,162.12,162.94,OVER,NONE,WIN,0.82,0.91,NHL,totals,linear_regression,03:30 AM,YES,0.0600000000000022
2025-11-11_Stetson Hatters_Miami Hurricanes_spreads_ensemble,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,-29.12,-28.18,AWAY,NONE,WIN,0.94,0.91,NHL,spreads,ensemble,03:30 AM,YES,
2025-11-11_Stetson Hatters_Miami Hurricanes_spreads_random_forest,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,-29.12,-30.1,HOME,NONE,LOSS,-0.98,-1.0,NHL,spreads,random_forest,03:30 AM,NO,
2025-11-11_Stetson Hatters_Miami Hurricanes_spreads_xgboost,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,-29.12,-26.26,AWAY,MEDIUM,WIN,2.86,0.91,NHL,spreads,xgboost,03:30 AM,YES,
2025-11-11_Stetson Hatters_Miami Hurricanes_spreads_lightgbm,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,-29.12,-25.68,AWAY,HIGH,WIN,3.43,0.91,NHL,spreads,lightgbm,03:30 AM,NO,
2025-11-11_Stetson Hatters_Miami Hurricanes_spreads_linear_regression,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,-29.12,-36.95,HOME,HIGH,LOSS,-7.83,-1.0,NHL,spreads,linear_regression,03:30 AM,YES,
2025-11-11_Stetson Hatters_Miami Hurricanes_moneyline_ensemble,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,0.9821,0.9185,AWAY,MEDIUM,WIN,-0.0636,0.91,NHL,moneyline,ensemble,03:30 AM,NO,
2025-11-11_Stetson Hatters_Miami Hurricanes_moneyline_random_forest,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,0.9821,0.938,AWAY,LOW,WIN,-0.0442,0.91,NHL,moneyline,random_forest,03:30 AM,YES,
2025-11-11_Stetson Hatters_Miami Hurricanes_moneyline_xgboost,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,0.9821,0.9015,AWAY,MEDIUM,WIN,-0.0806,0.91,NHL,moneyline,xgboost,03:30 AM,YES,
2025-11-11_Stetson Hatters_Miami Hurricanes_moneyline_lightgbm,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,0.9821,0.9355,AWAY,LOW,WIN,-0.0466,0.91,NHL,moneyline,lightgbm,03:30 AM,YES,
2025-11-11_Stetson Hatters_Miami Hurricanes_moneyline_logistic_regression,2025-11-10,Stetson Hatters,Miami Hurricanes,102,61,,0.9821,0.7972,AWAY,HIGH,WIN,-0.185,0.91,NHL,moneyline,logistic_regression,03:30 AM,YES,
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_totals_ensemble,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,147.0,159.67,157.63,UNDER,LOW,WIN,-2.04,0.91,NCAAF,totals,ensemble,03:30 AM,NO,10.629999999999995
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_totals_random_forest,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,147.0,159.67,160.43,OVER,NONE,LOSS,0.76,-1.0,NCAAF,totals,random_forest,03:30 AM,YES,13.430000000000009
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_totals_xgboost,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,147.0,159.67,152.62,UNDER,HIGH,WIN,-7.05,0.91,NCAAF,totals,xgboost,03:30 AM,YES,5.6200000000000045
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_totals_lightgbm,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,147.0,159.67,159.95,OVER,NONE,LOSS,0.28,-1.0,NCAAF,totals,lightgbm,03:30 AM,YES,12.949999999999989
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_totals_linear_regression,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,147.0,159.67,155.31,UNDER,MEDIUM,WIN,-4.36,0.91,NCAAF,totals,linear_regression,03:30 AM,YES,8.310000000000002
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_spreads_ensemble,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,,-2.4,-1.63,AWAY,NONE,WIN,0.78,0.91,NCAAF,spreads,ensemble,03:30 AM,NO,
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_spreads_random_forest,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,,-2.4,-2.75,HOME,NONE,LOSS,-0.35,-1.0,NCAAF,spreads,random_forest,03:30 AM,YES,
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_spreads_xgboost,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,,-2.4,-0.5,AWAY,LOW,WIN,1.9,0.91,NCAAF,spreads,xgboost,03:30 AM,YES,
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_spreads_lightgbm,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,,-2.4,0.36,AWAY,MEDIUM,WIN,2.76,0.91,NCAAF,spreads,lightgbm,03:30 AM,YES,
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_spreads_linear_regression,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,,-2.4,-9.7,HOME,HIGH,LOSS,-7.3,-1.0,NCAAF,spreads,linear_regression,03:30 AM,YES,
2025-11-11_South Carolina St Bulldogs_North Carolina A&T Aggies_moneyline_logistic_regression,2025-11-10,South Carolina St Bulldogs,North Carolina A&T Aggies,85,62,,0.6063,0.6493,HOME,LOW,LOSS,0.043,-1.0,NCAAF,moneyline,logistic_regression,03:30 AM,YES,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_totals_ensemble,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,164.0,157.02,161.21,OVER,MEDIUM,WIN,4.19,0.91,NHL,totals,ensemble,03:30 AM,NO,2.789999999999992
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_totals_random_forest,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,164.0,157.02,160.9,OVER,MEDIUM,WIN,3.88,0.91,NHL,totals,random_forest,03:30 AM,YES,3.0999999999999943
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_totals_xgboost,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,164.0,157.02,167.38,OVER,HIGH,WIN,10.36,0.91,NHL,totals,xgboost,03:30 AM,YES,3.3799999999999955
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_totals_lightgbm,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,164.0,157.02,157.05,OVER,NONE,WIN,0.03,0.91,NHL,totals,lightgbm,03:30 AM,YES,6.949999999999989
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_totals_linear_regression,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,164.0,157.02,161.52,OVER,MEDIUM,WIN,4.5,0.91,NHL,totals,linear_regression,03:30 AM,YES,2.4799999999999898
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_spreads_ensemble,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,-3.66,-2.25,AWAY,LOW,WIN,1.41,0.91,NHL,spreads,ensemble,12:30 AM,NO,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_spreads_random_forest,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,-3.66,-0.12,AWAY,HIGH,WIN,3.54,0.91,NHL,spreads,random_forest,12:30 AM,NO,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_spreads_xgboost,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,-3.66,-1.44,AWAY,MEDIUM,WIN,2.22,0.91,NHL,spreads,xgboost,12:30 AM,NO,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_spreads_lightgbm,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,-3.66,-3.52,AWAY,NONE,WIN,0.14,0.91,NHL,spreads,lightgbm,12:30 AM,NO,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_spreads_linear_regression,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,-3.66,-3.06,AWAY,NONE,WIN,0.6,0.91,NHL,spreads,linear_regression,12:30 AM,NO,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_moneyline_ensemble,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,0.6472,0.6048,AWAY,LOW,WIN,-0.0424,0.91,NHL,moneyline,ensemble,12:30 AM,NO,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_moneyline_random_forest,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,0.6472,0.5704,AWAY,MEDIUM,WIN,-0.0768,0.91,NHL,moneyline,random_forest,12:30 AM,NO,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_moneyline_xgboost,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,0.6472,0.8099,HOME,HIGH,LOSS,0.1627,-1.0,NHL,moneyline,xgboost,12:30 AM,NO,
2025-11-11_Arkansas-Little Rock Trojans_Milwaukee Panthers_moneyline_lightgbm,2025-11-10,Arkansas-Little Rock Trojans,Milwaukee Panthers,92,72,,0.6472,0.558,AWAY,MEDIUM,WIN,-0.0892,0.91,NHL,moneyline,lightgbm,12:30 AM,NO,
2025-11-11_New Orleans Privateers_LSU Tigers_totals_ensemble,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,151.0,160.66,161.48,OVER,NONE,LOSS,0.82,-1.0,NCAAF,totals,ensemble,12:30 AM,NO,10.47999999999999
2025-11-11_New Orleans Privateers_LSU Tigers_totals_random_forest,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,151.0,160.66,159.58,UNDER,NONE,WIN,-1.08,0.91,NCAAF,totals,random_forest,12:30 AM,NO,8.580000000000013
2025-11-11_New Orleans Privateers_LSU Tigers_totals_xgboost,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,151.0,160.66,163.38,OVER,LOW,LOSS,2.73,-1.0,NCAAF,totals,xgboost,12:30 AM,NO,12.379999999999995
2025-11-11_New Orleans Privateers_LSU Tigers_totals_lightgbm,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,151.0,160.66,158.74,UNDER,NONE,WIN,-1.92,0.91,NCAAF,totals,lightgbm,12:30 AM,NO,7.740000000000009
2025-11-11_New Orleans Privateers_LSU Tigers_totals_linear_regression,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,151.0,160.66,167.41,OVER,HIGH,LOSS,6.75,-1.0,NCAAF,totals,linear_regression,12:30 AM,NO,16.409999999999997
2025-11-11_New Orleans Privateers_LSU Tigers_spreads_ensemble,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,,-17.39,-16.45,AWAY,NONE,WIN,0.95,0.91,NCAAF,spreads,ensemble,12:30 AM,NO,
2025-11-11_New Orleans Privateers_LSU Tigers_spreads_random_forest,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,,-17.39,-19.95,HOME,MEDIUM,LOSS,-2.56,-1.0,NCAAF,spreads,random_forest,12:30 AM,NO,
2025-11-11_New Orleans Privateers_LSU Tigers_spreads_xgboost,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,,-17.39,-15.37,AWAY,MEDIUM,WIN,2.03,0.91,NCAAF,spreads,xgboost,12:30 AM,NO,
2025-11-11_New Orleans Privateers_LSU Tigers_spreads_lightgbm,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,,-17.39,-14.66,AWAY,MEDIUM,WIN,2.73,0.91,NCAAF,spreads,lightgbm,12:30 AM,NO,
2025-11-11_New Orleans Privateers_LSU Tigers_spreads_linear_regression,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,,-17.39,-17.53,HOME,NONE,LOSS,-0.14,-1.0,NCAAF,spreads,linear_regression,12:30 AM,NO,
2025-11-11_New Orleans Privateers_LSU Tigers_moneyline_xgboost,2025-11-10,New Orleans Privateers,LSU Tigers,93,58,,0.963,0.8984,AWAY,MEDIUM,WIN,-0.0646,0.91,NCAAF,moneyline,xgboost,12:30 AM,NO,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_ensemble,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,148.91,OVER,NONE,LOSS,0.65,-1.0,NCAAB,totals,ensemble,12:30 AM,NO,5.909999999999997
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_random_forest,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,142.73,UNDER,HIGH,WIN,-5.53,0.91,NCAAB,totals,random_forest,12:30 AM,YES,0.2700000000000102
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_xgboost,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,151.64,OVER,MEDIUM,LOSS,3.38,-1.0,NCAAB,totals,xgboost,12:30 AM,YES,8.639999999999986
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_lightgbm,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,146.18,UNDER,LOW,WIN,-2.08,0.91,NCAAB,totals,lightgbm,12:30 AM,YES,3.180000000000007
2025-11-11_Lamar Cardinals_TCU Horned Frogs_totals_linear_regression,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,143.0,148.26,157.04,OVER,HIGH,LOSS,8.78,-1.0,NCAAB,totals,linear_regression,12:30 AM,NO,14.039999999999992
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_ensemble,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-15.42,AWAY,LOW,LOSS,1.87,-1.0,NCAAB,spreads,ensemble,12:30 AM,NO,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_random_forest,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-15.17,AWAY,MEDIUM,LOSS,2.11,-1.0,NCAAB,spreads,random_forest,12:30 AM,YES,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_xgboost,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-17.99,HOME,NONE,LOSS,-0.71,-1.0,NCAAB,spreads,xgboost,12:30 AM,YES,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_lightgbm,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-15.66,AWAY,LOW,LOSS,1.62,-1.0,NCAAB,spreads,lightgbm,12:30 AM,YES,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_spreads_linear_regression,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,-17.28,-10.26,AWAY,HIGH,LOSS,7.02,-1.0,NCAAB,spreads,linear_regression,12:30 AM,NO,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_ensemble,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.9188,AWAY,LOW,WIN,-0.0466,0.91,NCAAB,moneyline,ensemble,12:30 AM,NO,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_random_forest,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.9143,AWAY,MEDIUM,WIN,-0.0512,0.91,NCAAB,moneyline,random_forest,12:30 AM,YES,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_xgboost,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.9234,AWAY,LOW,WIN,-0.042,0.91,NCAAB,moneyline,xgboost,12:30 AM,YES,
2025-11-11_Lamar Cardinals_TCU Horned Frogs_moneyline_logistic_regression,2025-11-10,Lamar Cardinals,TCU Horned Frogs,78,65,,0.9655,0.8696,AWAY,MEDIUM,WIN,-0.0958,0.91,NCAAB,moneyline,logistic_regression,12:30 AM,NO,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_ensemble,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,168.15,OVER,LOW,WIN,2.36,0.91,NCAAB,totals,ensemble,12:30 AM,NO,6.849999999999994
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_random_forest,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,160.17,UNDER,HIGH,LOSS,-5.62,-1.0,NCAAB,totals,random_forest,12:30 AM,NO,14.830000000000013
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_xgboost,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,170.12,OVER,MEDIUM,WIN,4.32,0.91,NCAAB,totals,xgboost,12:30 AM,YES,4.879999999999996
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_lightgbm,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,166.19,OVER,NONE,WIN,0.39,0.91,NCAAB,totals,lightgbm,12:30 AM,NO,8.810000000000002
2025-11-11_Lindenwood Lions_Saint Louis Billikens_totals_linear_regression,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,175.0,165.8,171.25,OVER,HIGH,WIN,5.45,0.91,NCAAB,totals,linear_regression,12:30 AM,YES,3.75
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_ensemble,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-22.16,AWAY,NONE,WIN,0.22,0.91,NCAAB,spreads,ensemble,12:30 AM,NO,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_random_forest,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-21.35,AWAY,LOW,WIN,1.03,0.91,NCAAB,spreads,random_forest,12:30 AM,NO,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_xgboost,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-19.52,AWAY,MEDIUM,WIN,2.87,0.91,NCAAB,spreads,xgboost,12:30 AM,YES,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_lightgbm,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-22.97,HOME,NONE,LOSS,-0.59,-1.0,NCAAB,spreads,lightgbm,12:30 AM,NO,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_spreads_linear_regression,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,-22.39,-25.09,HOME,MEDIUM,LOSS,-2.7,-1.0,NCAAB,spreads,linear_regression,12:30 AM,YES,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_ensemble,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.95,AWAY,LOW,WIN,-0.0425,0.91,NCAAB,moneyline,ensemble,12:30 AM,NO,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_random_forest,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.95,AWAY,LOW,WIN,-0.0425,0.91,NCAAB,moneyline,random_forest,12:30 AM,NO,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_xgboost,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.9377,AWAY,MEDIUM,WIN,-0.0549,0.91,NCAAB,moneyline,xgboost,12:30 AM,YES,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_lightgbm,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.95,AWAY,LOW,WIN,-0.0425,0.91,NCAAB,moneyline,lightgbm,12:30 AM,NO,
2025-11-11_Lindenwood Lions_Saint Louis Billikens_moneyline_logistic_regression,2025-11-10,Lindenwood Lions,Saint Louis Billikens,109,66,,0.9925,0.95,AWAY,LOW,WIN,-0.0425,0.91,NCAAB,moneyline,logistic_regression,12:30 AM,YES,
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_ensemble,2025-11-10,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,148.49,UNDER,NONE,LOSS,-1.62,-1.0,NCAAF,totals,ensemble,12:30 AM,NO,27.50999999999999
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_random_forest,2025-11-10,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,145.35,UNDER,MEDIUM,LOSS,-4.76,-1.0,NCAAF,totals,random_forest,12:30 AM,NO,30.65000000000001
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_xgboost,2025-11-10,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,148.57,UNDER,NONE,LOSS,-1.54,-1.0,NCAAF,totals,xgboost,12:30 AM,YES,27.430000000000007
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_lightgbm,2025-11-10,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,148.41,UNDER,NONE,LOSS,-1.7,-1.0,NCAAF,totals,lightgbm,12:30 AM,NO,27.590000000000003
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_totals_linear_regression,2025-11-10,Mississippi St Bulldogs,Iowa State Cyclones,96,80,176.0,150.11,150.85,OVER,NONE,WIN,0.74,0.91,NCAAF,totals,linear_regression,12:30 AM,YES,25.15000000000001
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_spreads_ensemble,2025-11-10,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,-5.3,-3.43,AWAY,LOW,WIN,1.87,0.91,NCAAF,spreads,ensemble,12:30 AM,NO,
2025-11-11_Mississippi St Bulldogs_Iowa State Cyclones_spreads_random_forest,2025-11-10,Mississippi St Bulldogs,Iowa State Cyclones,96,80,,-5.3,-0.64,AWAY,HIGH,WIN,4.67,0.91,NCAAF,spreads,random_forest,12:30 AM,NO,
