prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss
2025-11-12_Dallas Stars_Ottawa Senators_spreads_ensemble,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.56,-1.45,HOME,MEDIUM,WIN,-2.01,0.91
2025-11-12_Dallas Stars_Ottawa Senators_spreads_random_forest,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.56,-0.61,HOME,LOW,WIN,-1.17,0.91
2025-11-12_Dallas Stars_Ottawa Senators_spreads_xgboost,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.56,-2.28,HOME,MEDIUM,WIN,-2.84,0.91
2025-11-12_Dallas Stars_Ottawa Senators_spreads_lightgbm,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.56,5.35,AWAY,HIGH,LOSS,4.79,-1.0
2025-11-12_Dallas Stars_Ottawa Senators_spreads_linear_regression,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.56,-3.28,HOME,HIGH,WIN,-3.84,0.91
2025-11-12_Dallas Stars_Ottawa Senators_moneyline_ensemble,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.7964,0.7661,AWAY,LOW,LOSS,-0.0304,-1.0
2025-11-12_Dallas Stars_Ottawa Senators_moneyline_random_forest,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.7964,0.7783,PASS,NONE,UNKNOWN,-0.0182,0.0
2025-11-12_Dallas Stars_Ottawa Senators_moneyline_xgboost,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.7964,0.7326,AWAY,MEDIUM,LOSS,-0.0638,-1.0
2025-11-12_Dallas Stars_Ottawa Senators_moneyline_lightgbm,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.7964,0.8474,HOME,MEDIUM,WIN,0.051,0.91
2025-11-12_Dallas Stars_Ottawa Senators_moneyline_logistic_regression,2025-11-12,Dallas Stars,Ottawa Senators,2,3,,0.7964,0.7539,AWAY,LOW,LOSS,-0.0425,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_totals_ensemble,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,6.0,5.78,4.32,UNDER,NONE,LOSS,-1.46,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_totals_random_forest,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,6.0,5.78,-2.22,UNDER,HIGH,LOSS,-8.0,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_totals_xgboost,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,6.0,5.78,3.37,UNDER,LOW,LOSS,-2.41,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_totals_lightgbm,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,6.0,5.78,5.28,UNDER,NONE,LOSS,-0.5,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_totals_linear_regression,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,6.0,5.78,10.94,OVER,HIGH,WIN,5.16,0.91
2025-11-12_Los Angeles Kings_Montréal Canadiens_spreads_ensemble,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,-0.9,-0.64,AWAY,NONE,LOSS,0.26,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_spreads_random_forest,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,-0.9,-1.46,HOME,NONE,WIN,-0.56,0.91
2025-11-12_Los Angeles Kings_Montréal Canadiens_spreads_xgboost,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,-0.9,-2.73,HOME,LOW,WIN,-1.83,0.91
2025-11-12_Los Angeles Kings_Montréal Canadiens_spreads_lightgbm,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,-0.9,0.17,AWAY,LOW,LOSS,1.07,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_spreads_linear_regression,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,-0.9,3.81,AWAY,HIGH,LOSS,4.71,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_moneyline_ensemble,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,0.4308,0.3996,AWAY,LOW,LOSS,-0.0312,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_moneyline_random_forest,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,0.4308,0.3946,AWAY,LOW,LOSS,-0.0361,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_moneyline_xgboost,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,0.4308,0.4372,PASS,NONE,UNKNOWN,0.0064,0.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_moneyline_lightgbm,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,0.4308,0.4046,AWAY,NONE,LOSS,-0.0262,-1.0
2025-11-12_Los Angeles Kings_Montréal Canadiens_moneyline_logistic_regression,2025-11-12,Los Angeles Kings,Montréal Canadiens,1,5,,0.4308,0.3417,AWAY,MEDIUM,LOSS,-0.0891,-1.0
2025-11-12_Calgary Flames_St Louis Blues_totals_ensemble,2025-11-12,Calgary Flames,St Louis Blues,3,2,5.0,5.62,6.66,OVER,NONE,LOSS,1.04,-1.0
2025-11-12_Calgary Flames_St Louis Blues_totals_random_forest,2025-11-12,Calgary Flames,St Louis Blues,3,2,5.0,5.62,8.01,OVER,LOW,LOSS,2.39,-1.0
2025-11-12_Calgary Flames_St Louis Blues_totals_xgboost,2025-11-12,Calgary Flames,St Louis Blues,3,2,5.0,5.62,1.44,UNDER,MEDIUM,WIN,-4.18,0.91
2025-11-12_Calgary Flames_St Louis Blues_totals_lightgbm,2025-11-12,Calgary Flames,St Louis Blues,3,2,5.0,5.62,5.3,UNDER,NONE,WIN,-0.32,0.91
2025-11-12_Calgary Flames_St Louis Blues_totals_linear_regression,2025-11-12,Calgary Flames,St Louis Blues,3,2,5.0,5.62,9.2,OVER,MEDIUM,LOSS,3.58,-1.0
2025-11-12_Calgary Flames_St Louis Blues_spreads_ensemble,2025-11-12,Calgary Flames,St Louis Blues,3,2,,-1.56,-0.17,AWAY,LOW,LOSS,1.39,-1.0
2025-11-12_Calgary Flames_St Louis Blues_spreads_random_forest,2025-11-12,Calgary Flames,St Louis Blues,3,2,,-1.56,-0.04,AWAY,LOW,LOSS,1.52,-1.0
2025-11-12_Calgary Flames_St Louis Blues_spreads_xgboost,2025-11-12,Calgary Flames,St Louis Blues,3,2,,-1.56,1.91,AWAY,HIGH,LOSS,3.47,-1.0
2025-11-12_Calgary Flames_St Louis Blues_spreads_lightgbm,2025-11-12,Calgary Flames,St Louis Blues,3,2,,-1.56,-0.3,AWAY,LOW,LOSS,1.26,-1.0
2025-11-12_Calgary Flames_St Louis Blues_spreads_linear_regression,2025-11-12,Calgary Flames,St Louis Blues,3,2,,-1.56,-3.75,HOME,MEDIUM,LOSS,-2.19,-1.0
2025-11-12_Calgary Flames_St Louis Blues_moneyline_ensemble,2025-11-12,Calgary Flames,St Louis Blues,3,2,,0.4259,0.3484,AWAY,MEDIUM,WIN,-0.0776,0.91
2025-11-12_Calgary Flames_St Louis Blues_moneyline_random_forest,2025-11-12,Calgary Flames,St Louis Blues,3,2,,0.4259,0.3857,AWAY,LOW,WIN,-0.0403,0.91
2025-11-12_Calgary Flames_St Louis Blues_moneyline_xgboost,2025-11-12,Calgary Flames,St Louis Blues,3,2,,0.4259,0.2466,AWAY,HIGH,WIN,-0.1794,0.91
2025-11-12_Calgary Flames_St Louis Blues_moneyline_lightgbm,2025-11-12,Calgary Flames,St Louis Blues,3,2,,0.4259,0.3223,AWAY,HIGH,WIN,-0.1036,0.91
2025-11-12_Calgary Flames_St Louis Blues_moneyline_logistic_regression,2025-11-12,Calgary Flames,St Louis Blues,3,2,,0.4259,0.3744,AWAY,MEDIUM,WIN,-0.0515,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_totals_ensemble,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,3.0,6.35,4.65,UNDER,NONE,WIN,-1.71,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_totals_random_forest,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,3.0,6.35,3.25,UNDER,MEDIUM,WIN,-3.1,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_totals_xgboost,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,3.0,6.35,7.5,OVER,NONE,LOSS,1.14,-1.0
2025-11-12_San Jose Sharks_Minnesota Wild_totals_lightgbm,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,3.0,6.35,4.95,UNDER,NONE,WIN,-1.4,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_totals_linear_regression,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,3.0,6.35,4.34,UNDER,LOW,WIN,-2.01,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_spreads_ensemble,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,-1.12,-2.25,HOME,LOW,LOSS,-1.13,-1.0
2025-11-12_San Jose Sharks_Minnesota Wild_spreads_random_forest,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,-1.12,-2.29,HOME,LOW,LOSS,-1.17,-1.0
2025-11-12_San Jose Sharks_Minnesota Wild_spreads_xgboost,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,-1.12,-2.21,HOME,LOW,LOSS,-1.09,-1.0
2025-11-12_San Jose Sharks_Minnesota Wild_spreads_lightgbm,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,-1.12,-2.83,HOME,LOW,LOSS,-1.7,-1.0
2025-11-12_San Jose Sharks_Minnesota Wild_spreads_linear_regression,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,-1.12,0.08,AWAY,LOW,LOSS,1.2,-1.0
2025-11-12_San Jose Sharks_Minnesota Wild_moneyline_ensemble,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,0.638,0.733,HOME,MEDIUM,WIN,0.095,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_moneyline_random_forest,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,0.638,0.7353,HOME,MEDIUM,WIN,0.0973,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_moneyline_xgboost,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,0.638,0.7306,HOME,MEDIUM,WIN,0.0927,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_moneyline_lightgbm,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,0.638,0.7079,HOME,MEDIUM,WIN,0.0699,0.91
2025-11-12_San Jose Sharks_Minnesota Wild_moneyline_logistic_regression,2025-11-12,San Jose Sharks,Minnesota Wild,1,2,,0.638,0.7566,HOME,HIGH,WIN,0.1187,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_totals_ensemble,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,5.0,6.5,4.71,UNDER,NONE,WIN,-1.79,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_totals_random_forest,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,5.0,6.5,13.55,OVER,HIGH,LOSS,7.05,-1.0
2025-11-12_Anaheim Ducks_Colorado Avalanche_totals_xgboost,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,5.0,6.5,5.18,UNDER,NONE,WIN,-1.32,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_totals_lightgbm,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,5.0,6.5,3.39,UNDER,MEDIUM,WIN,-3.11,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_totals_linear_regression,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,5.0,6.5,4.25,UNDER,LOW,WIN,-2.25,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_spreads_ensemble,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,-0.6,0.95,AWAY,LOW,WIN,1.55,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_spreads_random_forest,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,-0.6,1.97,AWAY,MEDIUM,WIN,2.57,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_spreads_xgboost,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,-0.6,-2.04,HOME,LOW,LOSS,-1.44,-1.0
2025-11-12_Anaheim Ducks_Colorado Avalanche_spreads_lightgbm,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,-0.6,-0.07,AWAY,NONE,WIN,0.53,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_spreads_linear_regression,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,-0.6,2.69,AWAY,HIGH,WIN,3.29,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_moneyline_ensemble,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,0.6553,0.6288,AWAY,NONE,WIN,-0.0264,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_moneyline_random_forest,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,0.6553,0.6718,PASS,NONE,UNKNOWN,0.0165,0.0
2025-11-12_Anaheim Ducks_Colorado Avalanche_moneyline_xgboost,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,0.6553,0.4794,AWAY,HIGH,WIN,-0.1759,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_moneyline_lightgbm,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,0.6553,0.5859,AWAY,MEDIUM,WIN,-0.0693,0.91
2025-11-12_Anaheim Ducks_Colorado Avalanche_moneyline_logistic_regression,2025-11-12,Anaheim Ducks,Colorado Avalanche,4,1,,0.6553,0.6819,HOME,NONE,LOSS,0.0267,-1.0
2025-11-12_Columbus Blue Jackets_Seattle Kraken_totals_ensemble,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,3.0,6.2,2.88,UNDER,MEDIUM,WIN,-3.32,0.91
2025-11-12_Columbus Blue Jackets_Seattle Kraken_totals_random_forest,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,3.0,6.2,0.45,UNDER,HIGH,WIN,-5.76,0.91
2025-11-12_Columbus Blue Jackets_Seattle Kraken_totals_xgboost,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,3.0,6.2,4.89,UNDER,NONE,WIN,-1.31,0.91
2025-11-12_Columbus Blue Jackets_Seattle Kraken_totals_lightgbm,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,3.0,6.2,6.58,OVER,NONE,LOSS,0.38,-1.0
2025-11-12_Columbus Blue Jackets_Seattle Kraken_totals_linear_regression,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,3.0,6.2,0.87,UNDER,HIGH,WIN,-5.33,0.91
2025-11-12_Columbus Blue Jackets_Seattle Kraken_spreads_ensemble,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,-1.0,0.94,AWAY,LOW,LOSS,1.94,-1.0
2025-11-12_Columbus Blue Jackets_Seattle Kraken_spreads_random_forest,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,-1.0,-2.06,HOME,LOW,PUSH,-1.06,0.0
2025-11-12_Columbus Blue Jackets_Seattle Kraken_spreads_xgboost,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,-1.0,2.17,AWAY,HIGH,LOSS,3.17,-1.0
2025-11-12_Columbus Blue Jackets_Seattle Kraken_spreads_lightgbm,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,-1.0,1.74,AWAY,MEDIUM,LOSS,2.74,-1.0
2025-11-12_Columbus Blue Jackets_Seattle Kraken_spreads_linear_regression,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,-1.0,0.13,AWAY,LOW,LOSS,1.13,-1.0
2025-11-12_Columbus Blue Jackets_Seattle Kraken_moneyline_ensemble,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,0.4028,0.4417,HOME,LOW,WIN,0.0388,0.91
2025-11-12_Columbus Blue Jackets_Seattle Kraken_moneyline_random_forest,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,0.4028,0.571,HOME,HIGH,WIN,0.1682,0.91
2025-11-12_Columbus Blue Jackets_Seattle Kraken_moneyline_xgboost,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,0.4028,0.4435,HOME,LOW,WIN,0.0407,0.91
2025-11-12_Columbus Blue Jackets_Seattle Kraken_moneyline_lightgbm,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,0.4028,0.4398,HOME,LOW,WIN,0.037,0.91
2025-11-12_Columbus Blue Jackets_Seattle Kraken_moneyline_logistic_regression,2025-11-12,Columbus Blue Jackets,Seattle Kraken,1,2,,0.4028,0.376,AWAY,NONE,LOSS,-0.0268,-1.0
2025-11-12_Winnipeg Jets_Vancouver Canucks_totals_ensemble,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,8.0,5.66,7.45,OVER,NONE,WIN,1.79,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_totals_random_forest,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,8.0,5.66,-0.86,UNDER,HIGH,LOSS,-6.52,-1.0
2025-11-12_Winnipeg Jets_Vancouver Canucks_totals_xgboost,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,8.0,5.66,8.93,OVER,MEDIUM,WIN,3.27,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_totals_lightgbm,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,8.0,5.66,7.14,OVER,NONE,WIN,1.48,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_totals_linear_regression,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,8.0,5.66,7.76,OVER,LOW,WIN,2.1,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_spreads_ensemble,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,1.04,-0.28,HOME,LOW,WIN,-1.32,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_spreads_random_forest,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,1.04,-0.48,HOME,LOW,WIN,-1.52,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_spreads_xgboost,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,1.04,-0.2,HOME,LOW,WIN,-1.24,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_spreads_lightgbm,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,1.04,-0.13,HOME,LOW,WIN,-1.17,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_spreads_linear_regression,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,1.04,-0.37,HOME,LOW,WIN,-1.41,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_moneyline_ensemble,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,0.4949,0.503,PASS,NONE,UNKNOWN,0.0082,0.0
2025-11-12_Winnipeg Jets_Vancouver Canucks_moneyline_random_forest,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,0.4949,0.4534,AWAY,LOW,LOSS,-0.0414,-1.0
2025-11-12_Winnipeg Jets_Vancouver Canucks_moneyline_xgboost,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,0.4949,0.5686,HOME,MEDIUM,WIN,0.0738,0.91
2025-11-12_Winnipeg Jets_Vancouver Canucks_moneyline_lightgbm,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,0.4949,0.3603,AWAY,HIGH,LOSS,-0.1345,-1.0
2025-11-12_Winnipeg Jets_Vancouver Canucks_moneyline_logistic_regression,2025-11-12,Winnipeg Jets,Vancouver Canucks,3,5,,0.4949,0.5526,HOME,MEDIUM,WIN,0.0578,0.91
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_totals_ensemble,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,140.0,145.0,148.07,OVER,MEDIUM,LOSS,3.07,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_totals_random_forest,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,140.0,145.0,149.32,OVER,MEDIUM,LOSS,4.32,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_totals_xgboost,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,140.0,145.0,143.41,UNDER,NONE,WIN,-1.59,0.91
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_totals_lightgbm,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,140.0,145.0,146.81,OVER,NONE,LOSS,1.81,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_totals_linear_regression,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,140.0,145.0,154.51,OVER,HIGH,LOSS,9.51,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_spreads_ensemble,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,-6.93,-6.05,AWAY,NONE,LOSS,0.88,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_spreads_random_forest,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,-6.93,-5.72,AWAY,LOW,LOSS,1.21,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_spreads_xgboost,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,-6.93,-6.38,AWAY,NONE,LOSS,0.55,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_spreads_lightgbm,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,-6.93,-4.79,AWAY,MEDIUM,LOSS,2.13,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_spreads_linear_regression,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,-6.93,-6.9,AWAY,NONE,LOSS,0.03,-1.0
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_moneyline_ensemble,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,0.8488,0.9034,HOME,MEDIUM,WIN,0.0545,0.91
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_moneyline_random_forest,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,0.8488,0.95,HOME,HIGH,WIN,0.1012,0.91
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_moneyline_xgboost,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,0.8488,0.9366,HOME,MEDIUM,WIN,0.0878,0.91
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_moneyline_lightgbm,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,0.8488,0.8701,HOME,NONE,WIN,0.0213,0.91
2025-11-10_New Haven Chargers_UMass Lowell River Hawks_moneyline_logistic_regression,2025-11-10,New Haven Chargers,UMass Lowell River Hawks,67,73,,0.8488,0.8365,PASS,NONE,UNKNOWN,-0.0123,0.0
2025-11-10_Columbia Lions_UConn Huskies_totals_ensemble,2025-11-10,Columbia Lions,UConn Huskies,89,62,151.0,154.91,155.8,OVER,NONE,LOSS,0.88,-1.0
2025-11-10_Columbia Lions_UConn Huskies_totals_random_forest,2025-11-10,Columbia Lions,UConn Huskies,89,62,151.0,154.91,158.54,OVER,MEDIUM,LOSS,3.63,-1.0
2025-11-10_Columbia Lions_UConn Huskies_totals_xgboost,2025-11-10,Columbia Lions,UConn Huskies,89,62,151.0,154.91,154.7,UNDER,NONE,WIN,-0.21,0.91
2025-11-10_Columbia Lions_UConn Huskies_totals_lightgbm,2025-11-10,Columbia Lions,UConn Huskies,89,62,151.0,154.91,152.95,UNDER,NONE,WIN,-1.96,0.91
2025-11-10_Columbia Lions_UConn Huskies_totals_linear_regression,2025-11-10,Columbia Lions,UConn Huskies,89,62,151.0,154.91,156.89,OVER,NONE,LOSS,1.98,-1.0
2025-11-10_Columbia Lions_UConn Huskies_spreads_ensemble,2025-11-10,Columbia Lions,UConn Huskies,89,62,,-29.93,-27.49,AWAY,MEDIUM,LOSS,2.45,-1.0
2025-11-10_Columbia Lions_UConn Huskies_spreads_random_forest,2025-11-10,Columbia Lions,UConn Huskies,89,62,,-29.93,-27.0,AWAY,MEDIUM,LOSS,2.94,-1.0
2025-11-10_Columbia Lions_UConn Huskies_spreads_xgboost,2025-11-10,Columbia Lions,UConn Huskies,89,62,,-29.93,-27.22,AWAY,MEDIUM,LOSS,2.72,-1.0
2025-11-10_Columbia Lions_UConn Huskies_spreads_lightgbm,2025-11-10,Columbia Lions,UConn Huskies,89,62,,-29.93,-27.76,AWAY,MEDIUM,LOSS,2.18,-1.0
2025-11-10_Columbia Lions_UConn Huskies_spreads_linear_regression,2025-11-10,Columbia Lions,UConn Huskies,89,62,,-29.93,-38.07,HOME,HIGH,LOSS,-8.14,-1.0
2025-11-10_Columbia Lions_UConn Huskies_moneyline_ensemble,2025-11-10,Columbia Lions,UConn Huskies,89,62,,0.9805,0.9164,AWAY,MEDIUM,WIN,-0.0641,0.91
2025-11-10_Columbia Lions_UConn Huskies_moneyline_random_forest,2025-11-10,Columbia Lions,UConn Huskies,89,62,,0.9805,0.95,AWAY,LOW,WIN,-0.0305,0.91
2025-11-10_Columbia Lions_UConn Huskies_moneyline_xgboost,2025-11-10,Columbia Lions,UConn Huskies,89,62,,0.9805,0.8292,AWAY,HIGH,WIN,-0.1513,0.91
2025-11-10_Columbia Lions_UConn Huskies_moneyline_lightgbm,2025-11-10,Columbia Lions,UConn Huskies,89,62,,0.9805,0.8972,AWAY,MEDIUM,WIN,-0.0834,0.91
2025-11-10_Columbia Lions_UConn Huskies_moneyline_logistic_regression,2025-11-10,Columbia Lions,UConn Huskies,89,62,,0.9805,0.9356,AWAY,LOW,WIN,-0.0449,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_totals_ensemble,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,132.0,131.55,135.59,OVER,MEDIUM,WIN,4.04,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_totals_random_forest,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,132.0,131.55,134.12,OVER,LOW,WIN,2.58,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_totals_xgboost,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,132.0,131.55,137.06,OVER,HIGH,WIN,5.51,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_totals_lightgbm,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,132.0,131.55,128.96,UNDER,LOW,LOSS,-2.59,-1.0
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_totals_linear_regression,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,132.0,131.55,139.45,OVER,HIGH,WIN,7.91,0.91
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_spreads_ensemble,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,-15.76,-17.46,HOME,LOW,LOSS,-1.69,-1.0
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_spreads_random_forest,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,-15.76,-18.38,HOME,MEDIUM,LOSS,-2.61,-1.0
2025-11-10_Maine Black Bears_Rutgers Scarlet Knights_spreads_xgboost,2025-11-10,Maine Black Bears,Rutgers Scarlet Knights,72,60,,-15.76,-11.81,AWAY,HIGH,LOSS,3.95,-1.0
