prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_totals_xgboost,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,136.0,144.5,141.85,UNDER,LOW,WIN,-2.65,0.91
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_totals_lightgbm,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,136.0,144.5,150.53,OVER,HIGH,LOSS,6.03,-1.0
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_totals_linear_regression,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,136.0,144.5,147.69,OVER,MEDIUM,LOSS,3.19,-1.0
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_spreads_ensemble,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,-22.5,-21.07,AWAY,LOW,LOSS,1.43,-1.0
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_spreads_random_forest,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,-22.5,-23.23,HOME,NONE,LOSS,-0.73,-1.0
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_spreads_xgboost,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,-22.5,-18.91,AWAY,HIGH,LOSS,3.59,-1.0
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_spreads_lightgbm,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,-22.5,-24.19,HOME,LOW,LOSS,-1.69,-1.0
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_spreads_linear_regression,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,-22.5,-18.23,AWAY,HIGH,LOSS,4.27,-1.0
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_moneyline_ensemble,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,0.7462,0.6674,AWAY,MEDIUM,WIN,-0.0788,0.91
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_moneyline_random_forest,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,0.7462,0.7927,HOME,LOW,LOSS,0.0465,-1.0
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_moneyline_xgboost,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,0.7462,0.6761,AWAY,MEDIUM,WIN,-0.0701,0.91
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_moneyline_lightgbm,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,0.7462,0.6586,AWAY,MEDIUM,WIN,-0.0875,0.91
2025-11-12_Eastern Illinois Panthers_Notre Dame Fighting Irish_moneyline_logistic_regression,2025-11-12,Eastern Illinois Panthers,Notre Dame Fighting Irish,78,58,,0.7462,0.5034,AWAY,HIGH,WIN,-0.2428,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_totals_ensemble,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,157.0,156.17,156.41,OVER,NONE,WIN,0.25,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_totals_random_forest,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,157.0,156.17,155.48,UNDER,NONE,LOSS,-0.68,-1.0
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_totals_xgboost,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,157.0,156.17,157.8,OVER,NONE,WIN,1.63,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_totals_lightgbm,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,157.0,156.17,150.94,UNDER,HIGH,LOSS,-5.22,-1.0
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_totals_linear_regression,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,157.0,156.17,157.35,OVER,NONE,WIN,1.18,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_spreads_ensemble,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,7.17,5.96,HOME,LOW,WIN,-1.21,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_spreads_random_forest,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,7.17,4.75,HOME,MEDIUM,WIN,-2.42,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_spreads_xgboost,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,7.17,10.81,AWAY,HIGH,LOSS,3.65,-1.0
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_spreads_lightgbm,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,7.17,7.17,AWAY,NONE,LOSS,0.0,-1.0
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_spreads_linear_regression,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,7.17,2.93,HOME,HIGH,WIN,-4.24,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_moneyline_ensemble,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,0.2841,0.3416,HOME,MEDIUM,WIN,0.0575,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_moneyline_random_forest,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,0.2841,0.3192,HOME,LOW,WIN,0.0351,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_moneyline_xgboost,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,0.2841,0.364,HOME,MEDIUM,WIN,0.0799,0.91
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_moneyline_lightgbm,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,0.2841,0.2516,AWAY,LOW,LOSS,-0.0325,-1.0
2025-11-12_Yale Bulldogs_Quinnipiac Bobcats_moneyline_logistic_regression,2025-11-12,Yale Bulldogs,Quinnipiac Bobcats,60,97,,0.2841,0.4092,HOME,HIGH,WIN,0.1251,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_totals_ensemble,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,171.0,151.1,153.45,OVER,LOW,WIN,2.35,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_totals_random_forest,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,171.0,151.1,155.84,OVER,MEDIUM,WIN,4.74,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_totals_xgboost,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,171.0,151.1,151.19,OVER,NONE,WIN,0.09,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_totals_lightgbm,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,171.0,151.1,152.12,OVER,NONE,WIN,1.02,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_totals_linear_regression,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,171.0,151.1,154.78,OVER,MEDIUM,WIN,3.68,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_spreads_ensemble,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,-2.3,-3.58,HOME,LOW,LOSS,-1.28,-1.0
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_spreads_random_forest,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,-2.3,-3.3,HOME,NONE,LOSS,-1.0,-1.0
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_spreads_xgboost,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,-2.3,-3.86,HOME,LOW,LOSS,-1.56,-1.0
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_spreads_lightgbm,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,-2.3,-0.86,AWAY,LOW,LOSS,1.44,-1.0
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_spreads_linear_regression,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,-2.3,-4.72,HOME,MEDIUM,LOSS,-2.42,-1.0
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_moneyline_ensemble,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,0.569,0.7459,HOME,HIGH,WIN,0.177,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_moneyline_random_forest,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,0.569,0.7015,HOME,HIGH,WIN,0.1325,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_moneyline_xgboost,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,0.569,0.7904,HOME,HIGH,WIN,0.2214,0.91
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_moneyline_lightgbm,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,0.569,0.4193,AWAY,HIGH,LOSS,-0.1496,-1.0
2025-11-12_Arkansas St Red Wolves_Missouri St Bears_moneyline_logistic_regression,2025-11-12,Arkansas St Red Wolves,Missouri St Bears,85,86,,0.569,0.8251,HOME,HIGH,WIN,0.2561,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_totals_ensemble,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,155.0,152.83,156.62,OVER,MEDIUM,WIN,3.78,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_totals_random_forest,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,155.0,152.83,143.4,UNDER,HIGH,LOSS,-9.43,-1.0
2025-11-12_Wofford Terriers_Auburn Tigers_totals_xgboost,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,155.0,152.83,157.86,OVER,HIGH,WIN,5.03,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_totals_lightgbm,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,155.0,152.83,158.26,OVER,HIGH,WIN,5.43,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_totals_linear_regression,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,155.0,152.83,155.37,OVER,LOW,WIN,2.54,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_spreads_ensemble,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,-25.17,-25.81,HOME,NONE,LOSS,-0.64,-1.0
2025-11-12_Wofford Terriers_Auburn Tigers_spreads_random_forest,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,-25.17,-26.22,HOME,LOW,LOSS,-1.06,-1.0
2025-11-12_Wofford Terriers_Auburn Tigers_spreads_xgboost,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,-25.17,-24.9,AWAY,NONE,WIN,0.26,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_spreads_lightgbm,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,-25.17,-25.39,HOME,NONE,LOSS,-0.23,-1.0
2025-11-12_Wofford Terriers_Auburn Tigers_spreads_linear_regression,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,-25.17,-30.64,HOME,HIGH,LOSS,-5.47,-1.0
2025-11-12_Wofford Terriers_Auburn Tigers_moneyline_ensemble,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,0.7551,0.6755,AWAY,MEDIUM,WIN,-0.0796,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_moneyline_random_forest,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,0.7551,0.7209,AWAY,LOW,WIN,-0.0342,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_moneyline_xgboost,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,0.7551,0.63,AWAY,HIGH,WIN,-0.1251,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_moneyline_lightgbm,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,0.7551,0.5878,AWAY,HIGH,WIN,-0.1673,0.91
2025-11-12_Wofford Terriers_Auburn Tigers_moneyline_logistic_regression,2025-11-12,Wofford Terriers,Auburn Tigers,93,62,,0.7551,0.87,HOME,HIGH,LOSS,0.1149,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_totals_ensemble,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,119.0,154.17,154.07,UNDER,NONE,WIN,-0.1,0.91
2025-11-12_Buffalo Bulls_DePaul Blue Demons_totals_random_forest,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,119.0,154.17,153.65,UNDER,NONE,WIN,-0.52,0.91
2025-11-12_Buffalo Bulls_DePaul Blue Demons_totals_xgboost,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,119.0,154.17,154.49,OVER,NONE,LOSS,0.33,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_totals_lightgbm,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,119.0,154.17,151.12,UNDER,MEDIUM,WIN,-3.05,0.91
2025-11-12_Buffalo Bulls_DePaul Blue Demons_totals_linear_regression,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,119.0,154.17,157.28,OVER,MEDIUM,LOSS,3.12,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_spreads_ensemble,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,-17.17,-15.5,AWAY,LOW,LOSS,1.67,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_spreads_random_forest,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,-17.17,-17.73,HOME,NONE,LOSS,-0.56,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_spreads_xgboost,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,-17.17,-15.41,AWAY,LOW,LOSS,1.76,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_spreads_lightgbm,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,-17.17,-14.17,AWAY,MEDIUM,LOSS,3.0,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_spreads_linear_regression,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,-17.17,-15.59,AWAY,LOW,LOSS,1.58,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_moneyline_ensemble,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,0.7559,0.7421,PASS,NONE,UNKNOWN,-0.0138,0.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_moneyline_random_forest,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,0.7559,0.6965,AWAY,MEDIUM,LOSS,-0.0594,-1.0
2025-11-12_Buffalo Bulls_DePaul Blue Demons_moneyline_xgboost,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,0.7559,0.9092,HOME,HIGH,WIN,0.1533,0.91
2025-11-12_Buffalo Bulls_DePaul Blue Demons_moneyline_lightgbm,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,0.7559,0.7877,HOME,LOW,WIN,0.0318,0.91
2025-11-12_Buffalo Bulls_DePaul Blue Demons_moneyline_logistic_regression,2025-11-12,Buffalo Bulls,DePaul Blue Demons,53,66,,0.7559,0.5126,AWAY,HIGH,LOSS,-0.2433,-1.0
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_totals_ensemble,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,158.0,151.5,152.38,OVER,NONE,WIN,0.88,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_totals_random_forest,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,158.0,151.5,149.36,UNDER,LOW,LOSS,-2.14,-1.0
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_totals_xgboost,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,158.0,151.5,151.18,UNDER,NONE,LOSS,-0.32,-1.0
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_totals_lightgbm,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,158.0,151.5,153.58,OVER,LOW,WIN,2.08,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_totals_linear_regression,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,158.0,151.5,157.12,OVER,HIGH,WIN,5.62,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_spreads_ensemble,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.75,4.13,AWAY,HIGH,WIN,3.38,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_spreads_random_forest,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.75,2.65,AWAY,LOW,WIN,1.9,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_spreads_xgboost,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.75,1.16,AWAY,NONE,WIN,0.41,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_spreads_lightgbm,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.75,5.61,AWAY,HIGH,WIN,4.86,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_spreads_linear_regression,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.75,7.97,AWAY,HIGH,WIN,7.22,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_moneyline_ensemble,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.3701,0.3293,AWAY,LOW,WIN,-0.0407,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_moneyline_random_forest,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.3701,0.2723,AWAY,MEDIUM,WIN,-0.0977,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_moneyline_xgboost,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.3701,0.3689,PASS,NONE,UNKNOWN,-0.0012,0.0
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_moneyline_lightgbm,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.3701,0.2898,AWAY,MEDIUM,WIN,-0.0803,0.91
2025-11-12_CSU Northridge Matadors_North Dakota St Bison_moneyline_logistic_regression,2025-11-12,CSU Northridge Matadors,North Dakota St Bison,90,68,,0.3701,0.4969,HOME,HIGH,LOSS,0.1268,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_totals_ensemble,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,128.0,138.17,138.0,UNDER,NONE,WIN,-0.16,0.91
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_totals_random_forest,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,128.0,138.17,136.33,UNDER,NONE,WIN,-1.83,0.91
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_totals_xgboost,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,128.0,138.17,139.67,OVER,NONE,LOSS,1.5,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_totals_lightgbm,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,128.0,138.17,140.51,OVER,LOW,LOSS,2.34,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_totals_linear_regression,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,128.0,138.17,132.64,UNDER,HIGH,WIN,-5.53,0.91
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_spreads_ensemble,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,4.5,5.79,AWAY,LOW,LOSS,1.29,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_spreads_random_forest,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,4.5,7.39,AWAY,MEDIUM,LOSS,2.89,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_spreads_xgboost,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,4.5,4.19,HOME,NONE,LOSS,-0.31,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_spreads_lightgbm,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,4.5,8.25,AWAY,HIGH,LOSS,3.75,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_spreads_linear_regression,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,4.5,3.5,HOME,LOW,LOSS,-1.0,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_moneyline_ensemble,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,0.3807,0.3016,AWAY,MEDIUM,LOSS,-0.0791,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_moneyline_random_forest,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,0.3807,0.5356,HOME,HIGH,WIN,0.1548,0.91
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_moneyline_xgboost,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,0.3807,0.3099,AWAY,MEDIUM,LOSS,-0.0708,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_moneyline_lightgbm,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,0.3807,0.2924,AWAY,MEDIUM,LOSS,-0.0883,-1.0
2025-11-12_Tulane Green Wave_Louisiana Ragin' Cajuns_moneyline_logistic_regression,2025-11-12,Tulane Green Wave,Louisiana Ragin' Cajuns,62,66,,0.3807,0.2934,AWAY,MEDIUM,LOSS,-0.0873,-1.0
2025-11-12_Murray St Racers_SMU Mustangs_totals_ensemble,2025-11-12,Murray St Racers,SMU Mustangs,102,91,193.0,164.17,166.37,OVER,LOW,WIN,2.21,0.91
2025-11-12_Murray St Racers_SMU Mustangs_totals_random_forest,2025-11-12,Murray St Racers,SMU Mustangs,102,91,193.0,164.17,166.68,OVER,LOW,WIN,2.51,0.91
2025-11-12_Murray St Racers_SMU Mustangs_totals_xgboost,2025-11-12,Murray St Racers,SMU Mustangs,102,91,193.0,164.17,169.43,OVER,HIGH,WIN,5.26,0.91
2025-11-12_Murray St Racers_SMU Mustangs_totals_lightgbm,2025-11-12,Murray St Racers,SMU Mustangs,102,91,193.0,164.17,162.3,UNDER,NONE,LOSS,-1.87,-1.0
2025-11-12_Murray St Racers_SMU Mustangs_totals_linear_regression,2025-11-12,Murray St Racers,SMU Mustangs,102,91,193.0,164.17,166.07,OVER,NONE,WIN,1.9,0.91
2025-11-12_Murray St Racers_SMU Mustangs_spreads_ensemble,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,-12.17,-12.69,HOME,NONE,LOSS,-0.52,-1.0
2025-11-12_Murray St Racers_SMU Mustangs_spreads_random_forest,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,-12.17,-12.16,AWAY,NONE,LOSS,0.0,-1.0
2025-11-12_Murray St Racers_SMU Mustangs_spreads_xgboost,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,-12.17,-9.67,AWAY,MEDIUM,LOSS,2.5,-1.0
2025-11-12_Murray St Racers_SMU Mustangs_spreads_lightgbm,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,-12.17,-15.06,HOME,MEDIUM,LOSS,-2.89,-1.0
2025-11-12_Murray St Racers_SMU Mustangs_spreads_linear_regression,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,-12.17,-13.22,HOME,LOW,LOSS,-1.05,-1.0
2025-11-12_Murray St Racers_SMU Mustangs_moneyline_ensemble,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,0.7423,0.7298,PASS,NONE,UNKNOWN,-0.0124,0.0
2025-11-12_Murray St Racers_SMU Mustangs_moneyline_random_forest,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,0.7423,0.7836,HOME,LOW,LOSS,0.0413,-1.0
2025-11-12_Murray St Racers_SMU Mustangs_moneyline_xgboost,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,0.7423,0.7539,PASS,NONE,UNKNOWN,0.0116,0.0
2025-11-12_Murray St Racers_SMU Mustangs_moneyline_lightgbm,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,0.7423,0.514,AWAY,HIGH,WIN,-0.2283,0.91
2025-11-12_Murray St Racers_SMU Mustangs_moneyline_logistic_regression,2025-11-12,Murray St Racers,SMU Mustangs,102,91,,0.7423,0.7058,AWAY,LOW,WIN,-0.0365,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_totals_ensemble,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,150.0,150.25,146.6,UNDER,MEDIUM,WIN,-3.65,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_totals_random_forest,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,150.0,150.25,145.2,UNDER,HIGH,WIN,-5.05,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_totals_xgboost,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,150.0,150.25,146.6,UNDER,MEDIUM,WIN,-3.65,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_totals_lightgbm,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,150.0,150.25,146.6,UNDER,MEDIUM,WIN,-3.65,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_totals_linear_regression,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,150.0,150.25,150.55,OVER,NONE,LOSS,0.3,-1.0
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_spreads_ensemble,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,,-3.62,-4.18,HOME,NONE,WIN,-0.55,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_spreads_random_forest,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,,-3.62,-0.35,AWAY,HIGH,LOSS,3.27,-1.0
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_spreads_xgboost,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,,-3.62,-2.57,AWAY,LOW,LOSS,1.06,-1.0
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_spreads_lightgbm,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,,-3.62,-5.78,HOME,MEDIUM,WIN,-2.16,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_spreads_linear_regression,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,,-3.62,-11.89,HOME,HIGH,WIN,-8.26,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_moneyline_ensemble,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,,0.6454,0.6155,AWAY,NONE,LOSS,-0.0299,-1.0
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_moneyline_random_forest,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,,0.6454,0.6912,HOME,LOW,WIN,0.0458,0.91
2025-11-12_Stephen F. Austin Lumberjacks_Rice Owls_moneyline_xgboost,2025-11-12,Stephen F. Austin Lumberjacks,Rice Owls,69,81,,0.6454,0.6796,HOME,LOW,WIN,0.0342,0.91
