game_id,season,game_date,home_team,away_team,actual_total,home_score,away_score,pred_lower,pred_mean,pred_upper,pred_std,pred_error,abs_pred_error,simulated_line_drift,simulated_live_line,z_score,abs_z_score,is_alert,confidence,bet_direction,theoretical_win_prob,random_outcome,bet_wins,pnl
22200375,2022-23,2022-12-08,SAS,,227,118,109,211.57497,227.05351,251.91434,15.757567,-0.0535125732421875,0.0535125732421875,33.9289177110106,260.9824302842528,2.1531824575115563,2.1531824575115563,True,MEDIUM,UNDER,0.62,0.7276311376996887,False,-110
22200384,2022-23,2022-12-09,NOP,,245,128,117,208.0485,231.644,247.31842,15.339816,13.356002807617188,13.356002807617188,33.59117427644513,265.23517146882796,2.1898029332176723,2.1898029332176723,True,MEDIUM,UNDER,0.62,0.19202336913634455,True,100
22200377,2022-23,2022-12-09,CHA,,223,102,121,207.6996,225.2897,248.25609,15.842379,-2.289703369140625,2.289703369140625,-33.64756020612679,191.64214316301383,-2.123895724309807,2.123895724309807,True,MEDIUM,OVER,0.62,0.48978586798824075,True,100
22200420,2022-23,2022-12-14,SAS,,240,112,128,211.66954,237.96227,245.44606,13.1939535,2.0377349853515625,2.0377349853515625,27.189412325169165,265.1516773398176,2.060747924881987,2.060747924881987,True,MEDIUM,UNDER,0.62,0.19495827149863054,True,100
22200436,2022-23,2022-12-16,DAL,,240,130,110,206.73073,234.89687,242.77457,14.079625,5.1031341552734375,5.1031341552734375,-28.711624615283373,206.1852412294432,-2.0392321777601006,2.0392321777601006,True,MEDIUM,OVER,0.62,0.4378998871429123,True,100
22200442,2022-23,2022-12-17,MIL,,220,123,97,210.54434,230.74352,246.81406,14.167857,-10.743515014648438,10.743515014648438,-29.291224380826865,201.45229063382158,-2.0674421000398766,2.0674421000398766,True,MEDIUM,OVER,0.62,0.3667983206462684,True,100
22200476,2022-23,2022-12-21,LAC,,231,126,105,204.17632,223.81903,240.79321,14.303476,7.18096923828125,7.18096923828125,-32.9254749016502,190.89355586006855,-2.301921164735585,2.301921164735585,True,MEDIUM,OVER,0.62,0.37698616728684164,True,100
22200481,2022-23,2022-12-23,ATL,,235,130,105,208.80943,231.52382,252.2413,16.965574,3.4761810302734375,3.4761810302734375,52.234981007472314,283.75879997719886,3.0788808084552377,3.0788808084552377,True,HIGH,UNDER,0.68,0.5817215274734767,True,100
22200539,2022-23,2022-12-31,CHA,,229,106,123,206.6661,229.23544,248.63863,16.395515,-0.235443115234375,0.235443115234375,-40.52388556871066,188.71155754652372,-2.4716445001272893,2.4716445001272893,True,MEDIUM,OVER,0.62,0.8695336718149798,False,-110
22200561,2022-23,2023-01-03,MIL,,236,123,113,203.99626,225.19096,246.10097,16.447151,10.809036254882812,10.809036254882812,34.13443070288612,259.3253944480033,2.075400798645439,2.075400798645439,True,MEDIUM,UNDER,0.62,0.05739184368827355,True,100
22200570,2022-23,2023-01-04,CHI,,233,121,112,210.8684,232.98141,248.09119,14.540154,0.018585205078125,0.018585205078125,-29.634645544275415,203.34676925064645,-2.038124535177854,2.038124535177854,True,MEDIUM,OVER,0.62,0.6647392049108463,False,-110
22200577,2022-23,2023-01-05,DAL,,219,95,124,207.88463,223.49529,248.756,15.965379,-4.4952850341796875,4.4952850341796875,-35.30161270077622,188.19367233340347,-2.211135309007885,2.211135309007885,True,MEDIUM,OVER,0.62,0.3682501073951331,True,100
22200587,2022-23,2023-01-06,MIN,,243,128,115,208.12068,231.92252,249.40228,16.125626,11.077484130859375,11.077484130859375,36.616342901052946,268.53885877019354,2.270692857804396,2.270692857804396,True,MEDIUM,UNDER,0.62,0.8643662664559733,False,-110
22200616,2022-23,2023-01-10,POR,,215,106,109,207.8954,224.77242,250.25322,16.546022,-9.772415161132812,9.772415161132812,40.467467076664725,265.23988223779753,2.4457519796168263,2.4457519796168263,True,MEDIUM,UNDER,0.62,0.9399243728857088,False,-110
22200646,2022-23,2023-01-14,UTA,,235,117,118,211.70273,235.55486,257.13293,17.746174,-0.5548553466796875,0.5548553466796875,-47.85941924269206,187.69543610398762,-2.6968866429415717,2.6968866429415717,True,HIGH,OVER,0.68,0.3358163646415345,True,100
22200652,2022-23,2023-01-15,SAS,,251,119,132,215.34196,241.45702,254.27892,15.209746,9.542984008789062,9.542984008789062,39.140149902454034,280.59716589366496,2.5733598032498604,2.5733598032498604,True,HIGH,UNDER,0.68,0.14281430447286736,True,100
22200670,2022-23,2023-01-18,DAL,,252,122,130,211.05766,238.4427,251.80705,15.91773,13.557296752929688,13.557296752929688,-42.19742252673849,196.24528072033183,-2.650969808393012,2.650969808393012,True,HIGH,OVER,0.68,0.08696702025593306,True,100
22200676,2022-23,2023-01-18,DEN,,240,122,118,211.22632,237.05132,253.68716,16.586267,2.9486846923828125,2.9486846923828125,-34.38980496713038,202.6615103404868,-2.0733902324081495,2.0733902324081495,True,MEDIUM,OVER,0.62,0.9447073816724817,False,-110
22200706,2022-23,2023-01-23,DET,,280,130,150,208.65897,232.15102,263.39172,21.379984,47.84898376464844,47.84898376464844,-44.51161722560761,187.63939900974395,-2.081929407883722,2.081929407883722,True,MEDIUM,OVER,0.62,0.43180709510777726,True,100
22200763,2022-23,2023-01-30,POR,,254,129,125,212.74327,232.7607,253.75627,16.020704,21.239303588867188,21.239303588867188,42.17261458485654,274.93331099598936,2.632382064837391,2.632382064837391,True,HIGH,UNDER,0.68,0.32073358231157123,True,100
22200760,2022-23,2023-01-30,SAS,,233,106,127,211.81956,232.81606,251.31943,15.429634,0.1839447021484375,0.1839447021484375,39.50116767580446,272.31722297365604,2.5600845382687947,2.5600845382687947,True,HIGH,UNDER,0.68,0.9833407684142266,False,-110
22200829,2022-23,2023-02-08,LAC,,214,104,110,201.62466,217.97221,248.69934,18.388546,-3.9722137451171875,3.9722137451171875,42.27339387247484,260.24560761759204,2.2988981236192503,2.2988981236192503,True,MEDIUM,UNDER,0.62,0.22516102421593187,True,100
22200847,2022-23,2023-02-11,CHA,,224,105,119,208.58272,223.76482,251.26617,16.673225,0.2351837158203125,0.2351837158203125,40.93777266433936,264.70258894851906,2.4553001399108942,2.4553001399108942,True,MEDIUM,UNDER,0.62,0.9277457330754073,False,-110
22200870,2022-23,2023-02-14,PHX,,229,120,109,212.17207,228.6396,250.23547,14.868516,0.3603973388671875,0.3603973388671875,29.888758284242346,258.52836094537514,2.0102045387663496,2.0102045387663496,True,MEDIUM,UNDER,0.62,0.7950115369284704,False,-110
