total_games,mae,rmse,median_ae,within_3_pct,within_5_pct,within_7_pct,within_10_pct,over_predictions,under_predictions,avg_total,avg_prediction
2345,19.19,24.21,16.2,10.0,16.1,22.2,32.3,806,1537,138.3,129.2
