total_games,mae,rmse,median_ae,within_3_pct,within_5_pct,within_7_pct,within_10_pct,over_predictions,under_predictions,avg_total,avg_prediction
1675,19.35,24.48,16.5,10.4,17.0,23.9,32.7,550,1121,138.4,127.7
