total_games,mae,rmse,median_ae,within_3_pct,within_5_pct,within_7_pct,within_10_pct,over_predictions,under_predictions,avg_total,avg_prediction
1675,18.52,23.14,15.8,10.4,17.1,23.7,34.0,1052,616,138.4,145.6
