team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,season_type
TBL,20242025,TBL,TBL,Team Level,4on5,82,0.14,0.17,0.19,19312.0,64.89,6.08,3.63,9.12,2.02,20.68,45.48,6.01,6.08,6.01,70.0,17.0,17.0,104.0,9.0,5.0,1.0,7.0,0.0,14.0,52.0,61.0,78.0,11.0,25.0,180.0,39.0,16.0,37.0,59.0,22.0,6.0,1.86,2.69,1.53,4.0,3.0,2.0,104.0,87.0,87.0,24.0,0.82,0.76,0.76,6.15,6.15,6.12,283.34,38.08,26.24,62.43,9.68,160.45,85.11,34.03,38.08,34.03,267.0,115.0,132.0,514.0,35.0,44.0,7.0,52.0,2.0,126.0,123.0,232.0,347.0,21.0,48.0,168.0,29.0,10.0,61.0,257.0,71.0,54.0,6.87,8.68,22.53,5.0,11.0,19.0,514.0,382.0,382.0,9.0,6.87,8.69,8.69,36.26,36.26,33.19,regular
TBL,20242025,TBL,TBL,Team Level,5on4,82,0.92,0.88,0.86,21055.0,326.23,46.21,30.68,67.63,10.67,185.64,96.16,44.24,46.21,44.24,296.0,141.0,170.0,607.0,52.0,39.0,8.0,55.0,0.0,163.0,128.0,244.0,385.0,14.0,28.0,178.0,14.0,9.0,69.0,293.0,86.0,58.0,7.63,10.93,27.66,8.0,13.0,31.0,607.0,437.0,437.0,5.0,8.02,9.69,9.84,44.39,44.39,43.31,51.69,3.99,2.56,8.17,1.74,17.67,36.87,3.96,3.99,3.96,60.0,11.0,14.0,85.0,10.0,2.0,1.0,3.0,0.0,5.0,51.0,50.0,61.0,7.0,14.0,189.0,59.0,15.0,35.0,56.0,14.0,1.0,1.84,1.92,0.23,5.0,5.0,0.0,85.0,71.0,71.0,31.0,0.59,0.08,0.08,4.5,4.5,4.47,regular
BOS,20242025,BOS,BOS,Team Level,other,82,0.47,0.52,0.5,10178.0,155.32,34.7,10.73,29.0,5.38,84.62,52.56,31.68,34.7,31.68,135.0,82.0,82.0,299.0,35.0,13.0,3.0,21.0,2.0,70.0,76.0,100.0,182.0,4.0,8.0,130.0,27.0,24.0,26.0,116.0,48.0,53.0,4.52,5.59,24.59,7.0,5.0,23.0,299.0,217.0,217.0,7.0,3.09,5.35,5.35,32.44,32.44,31.26,155.1,38.97,10.81,27.48,5.71,81.09,51.95,36.77,38.97,36.77,146.0,70.0,62.0,278.0,42.0,15.0,3.0,22.0,1.0,72.0,64.0,104.0,174.0,3.0,8.0,131.0,19.0,14.0,29.0,113.0,39.0,64.0,4.56,4.61,29.79,7.0,6.0,29.0,278.0,216.0,216.0,18.0,3.18,4.4,4.4,37.75,37.75,36.23,regular
BOS,20242025,BOS,BOS,Team Level,all,82,0.48,0.48,0.48,298437.0,2407.81,236.78,160.15,582.24,81.29,1285.62,938.92,224.33,237.22,224.68,2174.0,1111.0,1318.0,4603.0,222.0,239.0,23.0,448.0,7.0,1007.0,1362.0,1952.0,3063.0,305.0,711.0,2427.0,2168.0,438.0,1335.0,2421.0,587.0,277.0,67.53,72.75,96.5,71.0,90.0,61.0,4584.87,3285.0,3282.47,649.0,35.84,52.92,52.92,219.7,219.93,214.5,2578.71,258.54,169.16,627.15,87.67,1390.91,1024.57,248.26,260.33,249.92,2346.0,1212.0,1365.0,4923.0,271.0,251.0,29.0,538.0,11.0,1103.0,1384.0,2075.0,3287.0,300.0,693.0,2268.0,1793.0,439.0,1319.0,2636.0,632.0,290.0,74.84,79.51,104.2,108.0,84.0,79.0,4964.07,3558.0,3588.14,587.0,37.58,52.93,53.02,243.1,244.37,239.24,regular
BOS,20242025,BOS,BOS,Team Level,5on5,82,0.48,0.48,0.47,243937.0,1845.23,154.43,115.88,462.59,61.81,987.82,740.46,148.28,154.87,148.63,1655.0,868.0,1079.0,3602.0,153.0,171.0,16.0,360.0,5.0,750.0,1084.0,1502.0,2370.0,274.0,649.0,1871.0,2053.0,372.0,1179.0,1917.0,441.0,165.0,51.37,55.32,47.74,58.0,74.0,21.0,3583.87,2523.0,2520.47,598.0,24.02,36.89,37.17,141.28,141.51,139.41,2018.48,164.82,125.9,518.96,68.71,1104.54,816.06,159.03,166.61,160.7,1815.0,984.0,1146.0,3945.0,165.0,193.0,18.0,436.0,6.0,881.0,1118.0,1650.0,2634.0,275.0,641.0,1755.0,1703.0,380.0,1173.0,2165.0,482.0,152.0,60.32,61.12,43.38,86.0,59.0,20.0,3986.07,2799.0,2829.14,530.0,26.08,39.62,39.64,151.26,152.53,150.2,regular
BOS,20242025,BOS,BOS,Team Level,4on5,82,0.09,0.14,0.16,22021.0,58.06,4.53,2.72,9.15,1.91,19.45,41.23,4.42,4.53,4.42,58.0,21.0,12.0,91.0,3.0,3.0,0.0,4.0,0.0,17.0,52.0,55.0,76.0,8.0,16.0,194.0,60.0,20.0,46.0,64.0,10.0,5.0,1.91,1.33,1.29,3.0,0.0,0.0,91.0,79.0,79.0,35.0,0.62,0.72,0.72,4.43,4.43,4.42,311.56,45.63,27.86,66.29,10.25,175.93,93.05,43.79,45.63,43.79,291.0,128.0,146.0,565.0,53.0,36.0,8.0,74.0,3.0,132.0,121.0,238.0,366.0,16.0,32.0,211.0,20.0,19.0,79.0,269.0,88.0,62.0,7.31,10.86,27.46,9.0,16.0,28.0,565.0,419.0,419.0,9.0,7.27,7.16,7.16,45.74,45.74,44.54,regular
BOS,20242025,BOS,BOS,Team Level,5on4,82,0.83,0.82,0.79,22301.0,349.21,43.11,30.82,81.5,12.17,193.72,104.66,39.94,43.11,39.94,326.0,140.0,145.0,611.0,31.0,52.0,4.0,63.0,0.0,170.0,150.0,295.0,435.0,19.0,38.0,232.0,28.0,22.0,84.0,324.0,88.0,54.0,9.72,10.5,22.9,3.0,11.0,17.0,611.0,466.0,466.0,9.0,8.11,9.96,9.67,41.55,41.55,39.41,93.57,9.13,4.59,14.41,2.99,29.35,63.52,8.67,9.13,8.67,94.0,30.0,11.0,135.0,11.0,7.0,0.0,6.0,1.0,18.0,81.0,83.0,113.0,6.0,12.0,171.0,51.0,26.0,38.0,89.0,23.0,12.0,2.65,2.91,3.58,6.0,3.0,2.0,135.0,124.0,124.0,30.0,1.05,1.75,1.82,8.36,8.36,8.27,regular
PIT,20242025,PIT,PIT,Team Level,other,82,0.4,0.42,0.44,8630.0,114.8,26.12,8.56,20.53,4.11,61.32,38.36,23.98,26.12,23.98,101.0,58.0,59.0,218.0,31.0,10.0,1.0,12.0,2.0,63.0,41.0,70.0,128.0,4.0,8.0,112.0,31.0,14.0,26.0,81.0,43.0,35.0,3.23,5.37,17.51,7.0,10.0,14.0,218.0,159.0,159.0,11.0,2.45,3.4,3.4,25.18,25.18,23.81,147.84,38.84,10.63,26.36,5.0,76.94,46.24,35.51,38.84,35.51,137.0,67.0,91.0,295.0,44.0,19.0,6.0,18.0,0.0,63.0,60.0,93.0,160.0,2.0,4.0,91.0,28.0,8.0,32.0,103.0,45.0,56.0,4.33,5.84,28.68,7.0,10.0,27.0,295.0,204.0,204.0,12.0,3.08,6.54,6.54,35.37,35.37,33.23,regular
PIT,20242025,PIT,PIT,Team Level,all,82,0.49,0.5,0.49,298953.0,2592.99,259.56,181.07,634.7,89.01,1397.33,995.33,245.18,259.46,245.08,2327.0,1230.0,1408.0,4965.0,242.0,310.0,29.0,501.0,9.0,1105.0,1390.0,2085.0,3315.0,243.0,523.0,2441.0,1665.0,436.0,1270.0,2595.0,656.0,306.0,73.34,82.6,103.62,85.0,85.0,72.0,4945.68,3557.0,3543.81,554.0,40.12,67.77,67.77,231.91,231.85,225.4,2649.76,274.8,178.4,638.06,89.52,1432.52,1041.71,260.82,277.2,263.03,2472.0,1183.0,1330.0,4985.0,287.0,283.0,32.0,513.0,5.0,1127.0,1440.0,2185.0,3368.0,252.0,549.0,2185.0,1647.0,422.0,1244.0,2651.0,689.0,315.0,76.54,86.32,111.94,99.0,98.0,90.0,5031.35,3655.0,3688.31,600.0,39.49,59.77,59.77,254.52,256.57,249.23,regular
PIT,20242025,PIT,PIT,Team Level,5on5,82,0.49,0.51,0.5,248118.0,2080.68,177.73,136.8,531.12,71.23,1125.93,826.19,169.86,177.63,169.75,1852.0,1017.0,1195.0,4064.0,157.0,230.0,20.0,416.0,7.0,894.0,1165.0,1695.0,2712.0,223.0,477.0,1953.0,1582.0,385.0,1130.0,2172.0,508.0,189.0,60.6,64.17,52.95,70.0,62.0,25.0,4044.68,2869.0,2855.81,506.0,28.41,46.9,47.1,159.03,158.96,155.78,2095.57,183.56,135.94,528.8,71.21,1130.66,835.83,175.73,185.96,177.94,1932.0,954.0,1067.0,3953.0,195.0,226.0,23.0,416.0,5.0,875.0,1169.0,1737.0,2691.0,235.0,517.0,1742.0,1554.0,365.0,1110.0,2162.0,530.0,194.0,61.63,66.99,54.95,84.0,79.0,32.0,3999.35,2886.0,2919.31,543.0,28.25,46.2,46.29,165.52,167.58,164.62,regular
PIT,20242025,PIT,PIT,Team Level,4on5,82,0.07,0.09,0.1,20723.0,38.09,3.42,1.88,6.43,1.44,12.34,26.51,3.3,3.42,3.3,41.0,11.0,7.0,59.0,2.0,1.0,0.0,4.0,0.0,8.0,37.0,39.0,50.0,8.0,20.0,167.0,39.0,18.0,35.0,40.0,9.0,3.0,1.18,1.23,1.01,0.0,2.0,0.0,59.0,52.0,52.0,28.0,0.44,0.49,0.49,3.36,3.36,3.31,330.81,46.26,27.76,70.64,10.74,199.53,105.07,43.56,46.26,43.56,324.0,136.0,164.0,624.0,44.0,31.0,3.0,71.0,0.0,179.0,135.0,280.0,416.0,13.0,24.0,193.0,16.0,22.0,67.0,306.0,94.0,60.0,8.21,10.96,27.1,6.0,7.0,31.0,624.0,460.0,460.0,14.0,7.24,6.55,6.46,47.04,47.04,44.84,regular
PIT,20242025,PIT,PIT,Team Level,5on4,82,0.9,0.85,0.82,21482.0,359.41,52.29,33.84,76.61,12.23,197.75,104.27,48.05,52.29,48.05,333.0,144.0,147.0,624.0,52.0,69.0,8.0,69.0,0.0,140.0,147.0,281.0,425.0,8.0,18.0,209.0,13.0,19.0,79.0,302.0,96.0,79.0,8.32,11.82,32.15,8.0,11.0,33.0,624.0,477.0,477.0,9.0,8.83,16.98,16.78,44.35,44.35,42.5,75.55,6.13,4.06,12.26,2.58,25.39,54.58,6.02,6.13,6.02,79.0,26.0,8.0,113.0,4.0,7.0,0.0,8.0,0.0,10.0,76.0,75.0,101.0,2.0,4.0,159.0,49.0,27.0,35.0,80.0,20.0,5.0,2.38,2.54,1.21,2.0,2.0,0.0,113.0,105.0,105.0,31.0,0.93,0.48,0.48,6.58,6.58,6.55,regular
EDM,20242025,EDM,EDM,Team Level,other,82,0.58,0.52,0.54,10810.0,169.66,40.2,11.43,29.77,5.46,83.76,55.38,36.85,40.2,36.85,151.0,75.0,68.0,294.0,40.0,25.0,8.0,19.0,0.0,73.0,69.0,111.0,186.0,4.0,11.0,116.0,19.0,14.0,40.0,98.0,64.0,64.0,4.21,7.94,28.05,5.0,11.0,24.0,294.0,226.0,226.0,15.0,3.32,8.43,8.43,35.09,35.09,33.71,140.26,28.62,9.95,27.4,5.02,76.3,47.72,26.53,28.62,26.53,136.0,59.0,81.0,276.0,18.0,13.0,0.0,23.0,2.0,86.0,53.0,118.0,177.0,3.0,6.0,121.0,18.0,16.0,34.0,117.0,39.0,39.0,4.37,4.67,19.58,5.0,2.0,11.0,276.0,195.0,195.0,15.0,2.92,2.49,2.49,29.05,29.05,27.26,regular
EDM,20242025,EDM,EDM,Team Level,all,82,0.55,0.54,0.54,297524.0,2776.72,276.87,183.54,664.53,91.84,1472.04,1094.18,261.76,277.88,262.7,2623.0,1160.0,1401.0,5184.0,259.0,299.0,37.0,528.0,8.0,1185.0,1504.0,2364.0,3524.0,248.0,553.0,2272.0,1241.0,443.0,1215.0,2758.0,726.0,299.0,81.08,90.15,105.64,90.0,92.0,77.0,5207.26,3783.0,3803.14,515.0,40.54,64.87,64.87,252.54,253.49,246.41,2360.14,228.8,151.28,576.37,79.73,1264.6,926.23,218.46,229.35,218.96,2211.0,1016.0,1260.0,4487.0,235.0,232.0,36.0,454.0,8.0,998.0,1300.0,1976.0,2992.0,253.0,563.0,2191.0,1657.0,384.0,1255.0,2411.0,560.0,256.0,69.52,68.93,90.34,92.0,83.0,60.0,4482.48,3227.0,3229.44,592.0,33.41,51.95,51.95,210.26,210.24,204.53,regular
EDM,20242025,EDM,EDM,Team Level,5on5,82,0.55,0.54,0.54,247104.0,2244.84,189.29,142.1,560.09,74.45,1196.61,909.46,181.89,190.3,182.83,2113.0,959.0,1191.0,4263.0,168.0,228.0,22.0,456.0,8.0,953.0,1259.0,1945.0,2904.0,221.0,490.0,1800.0,1166.0,390.0,1081.0,2329.0,567.0,176.0,68.08,70.93,50.28,75.0,70.0,23.0,4286.26,3072.0,3092.14,466.0,29.41,46.43,46.78,171.92,172.88,170.1,1889.64,157.89,116.42,480.49,63.66,1011.23,755.32,152.18,158.45,152.69,1768.0,817.0,1034.0,3619.0,171.0,187.0,31.0,375.0,4.0,774.0,1074.0,1597.0,2414.0,235.0,521.0,1743.0,1584.0,328.0,1123.0,1974.0,449.0,162.0,56.36,55.56,45.97,79.0,65.0,27.0,3614.48,2585.0,2587.44,545.0,24.09,40.29,40.32,141.66,141.64,139.45,regular
EDM,20242025,EDM,EDM,Team Level,4on5,82,0.11,0.13,0.16,19353.0,51.4,4.46,2.33,7.6,1.61,16.41,36.59,4.41,4.46,4.41,54.0,15.0,9.0,78.0,4.0,4.0,1.0,1.0,0.0,15.0,45.0,50.0,65.0,9.0,21.0,157.0,45.0,21.0,33.0,48.0,17.0,4.0,1.22,2.15,1.08,2.0,1.0,1.0,78.0,69.0,69.0,25.0,0.53,0.81,0.59,4.4,4.4,4.38,274.65,37.4,22.44,60.42,9.28,159.88,84.59,34.93,37.4,34.93,253.0,121.0,141.0,515.0,42.0,29.0,5.0,53.0,2.0,129.0,119.0,211.0,332.0,7.0,17.0,179.0,24.0,17.0,68.0,266.0,58.0,50.0,7.3,6.77,23.32,6.0,14.0,22.0,515.0,374.0,374.0,11.0,5.81,8.45,8.42,34.79,34.79,33.1,regular
EDM,20242025,EDM,EDM,Team Level,5on4,82,0.9,0.88,0.85,20257.0,310.82,42.93,27.66,67.07,10.32,175.25,92.75,38.6,42.93,38.6,305.0,111.0,133.0,549.0,47.0,42.0,6.0,52.0,0.0,144.0,131.0,258.0,369.0,14.0,31.0,199.0,11.0,18.0,61.0,283.0,78.0,55.0,7.57,9.13,26.23,8.0,10.0,29.0,549.0,416.0,416.0,9.0,7.28,9.21,9.08,41.13,41.13,38.22,55.6,4.9,2.47,8.06,1.77,17.19,38.61,4.81,4.9,4.81,54.0,19.0,4.0,77.0,4.0,3.0,0.0,3.0,0.0,9.0,54.0,50.0,69.0,8.0,19.0,148.0,31.0,23.0,30.0,54.0,14.0,5.0,1.49,1.94,1.46,2.0,2.0,0.0,77.0,73.0,73.0,21.0,0.58,0.71,0.71,4.77,4.77,4.73,regular
COL,20242025,COL,COL,Team Level,other,82,0.51,0.53,0.55,12333.0,199.88,44.1,15.02,35.81,6.85,111.65,62.57,41.21,44.1,41.21,189.0,87.0,82.0,358.0,51.0,17.0,2.0,17.0,1.0,110.0,80.0,138.0,225.0,7.0,14.0,136.0,23.0,25.0,41.0,143.0,70.0,63.0,5.84,8.8,29.46,9.0,7.0,35.0,358.0,276.0,276.0,10.0,4.4,3.98,3.98,44.51,44.51,42.45,157.12,42.11,11.63,28.45,5.54,86.47,48.79,38.36,42.11,38.36,135.0,88.0,93.0,316.0,30.0,23.0,4.0,23.0,2.0,96.0,49.0,105.0,193.0,8.0,16.0,149.0,17.0,16.0,35.0,102.0,55.0,66.0,3.42,6.79,31.9,2.0,5.0,23.0,316.0,223.0,223.0,16.0,3.38,7.28,8.1,37.39,37.39,35.46,regular
COL,20242025,COL,COL,Team Level,all,82,0.53,0.54,0.54,298088.0,2668.05,259.53,176.51,651.61,90.08,1473.88,1049.38,247.71,260.64,248.78,2451.0,1250.0,1541.0,5242.0,273.0,250.0,32.0,468.0,7.0,1203.0,1500.0,2178.0,3428.0,234.0,508.0,2223.0,1549.0,416.0,1234.0,2761.0,665.0,275.0,81.1,81.76,96.66,108.0,79.0,86.0,5264.06,3701.0,3712.7,515.0,39.24,52.46,52.76,246.0,247.09,240.42,2325.69,231.75,155.84,570.77,78.41,1250.73,899.5,221.07,231.82,221.15,2126.0,1061.0,1319.0,4506.0,231.0,251.0,34.0,470.0,4.0,994.0,1237.0,1895.0,2956.0,264.0,561.0,2499.0,1633.0,383.0,1252.0,2321.0,606.0,260.0,62.49,76.34,92.91,79.0,75.0,77.0,4498.37,3187.0,3186.6,570.0,34.73,52.62,52.62,213.85,214.04,209.36,regular
COL,20242025,COL,COL,Team Level,5on5,82,0.53,0.54,0.54,244320.0,2117.01,170.91,132.32,546.32,71.62,1164.7,854.11,165.62,172.02,166.7,1926.0,1014.0,1302.0,4242.0,165.0,193.0,24.0,396.0,5.0,951.0,1230.0,1761.0,2775.0,208.0,453.0,1755.0,1468.0,362.0,1092.0,2275.0,509.0,156.0,65.13,62.65,43.14,81.0,57.0,27.0,4264.06,2940.0,2951.7,464.0,27.37,38.75,38.81,159.48,160.56,158.17,1831.64,151.44,115.98,471.0,61.46,983.06,728.08,145.95,151.5,146.01,1668.0,843.0,1085.0,3596.0,155.0,189.0,29.0,394.0,2.0,743.0,1028.0,1513.0,2356.0,236.0,503.0,1984.0,1556.0,326.0,1125.0,1900.0,467.0,144.0,50.59,59.39,41.45,66.0,56.0,33.0,3588.36,2511.0,2510.6,527.0,24.01,38.64,38.35,137.1,137.28,135.49,regular
COL,20242025,COL,COL,Team Level,4on5,82,0.1,0.14,0.16,19687.0,54.69,3.71,2.35,8.19,1.74,17.23,39.78,3.69,3.71,3.69,60.0,13.0,10.0,83.0,5.0,2.0,0.0,2.0,0.0,12.0,52.0,55.0,68.0,8.0,16.0,150.0,41.0,19.0,36.0,58.0,12.0,3.0,1.71,1.35,0.66,4.0,1.0,0.0,83.0,73.0,73.0,31.0,0.55,0.33,0.33,3.93,3.93,3.92,283.32,33.44,25.75,63.17,9.69,164.94,86.02,32.14,33.44,32.14,270.0,113.0,129.0,512.0,39.0,33.0,0.0,49.0,0.0,151.0,111.0,231.0,344.0,12.0,26.0,191.0,23.0,14.0,61.0,272.0,66.0,45.0,7.28,8.06,18.1,9.0,11.0,19.0,512.0,383.0,383.0,2.0,6.76,5.42,4.89,35.32,35.32,34.37,regular
COL,20242025,COL,COL,Team Level,5on4,82,0.9,0.87,0.85,21748.0,296.48,40.81,26.82,61.3,9.86,180.29,92.91,37.19,40.81,37.19,276.0,136.0,147.0,559.0,52.0,38.0,6.0,53.0,1.0,130.0,138.0,224.0,360.0,11.0,25.0,182.0,17.0,10.0,65.0,285.0,74.0,53.0,8.43,8.97,23.41,14.0,14.0,24.0,559.0,412.0,412.0,10.0,6.91,9.39,9.64,38.08,38.08,35.88,53.61,4.76,2.49,8.14,1.72,16.26,36.62,4.62,4.76,4.62,53.0,17.0,12.0,82.0,7.0,6.0,1.0,4.0,0.0,4.0,49.0,46.0,63.0,8.0,16.0,175.0,37.0,27.0,31.0,47.0,18.0,5.0,1.19,2.11,1.45,2.0,3.0,2.0,82.0,70.0,70.0,25.0,0.58,1.29,1.29,4.05,4.05,4.03,regular
WSH,20242025,WSH,WSH,Team Level,other,82,0.56,0.47,0.48,11046.0,149.82,41.98,9.01,26.78,4.94,73.39,52.89,39.24,41.98,39.24,133.0,76.0,71.0,280.0,42.0,7.0,0.0,24.0,1.0,76.0,59.0,91.0,167.0,6.0,23.0,127.0,35.0,13.0,25.0,122.0,27.0,60.0,4.77,3.68,33.53,5.0,3.0,34.0,280.0,209.0,209.0,7.0,2.57,1.73,1.73,42.83,42.83,40.04,166.07,32.32,12.04,31.01,5.71,95.11,50.81,28.93,32.32,28.93,140.0,87.0,88.0,315.0,25.0,14.0,1.0,35.0,2.0,86.0,65.0,115.0,202.0,4.0,13.0,142.0,23.0,18.0,30.0,125.0,62.0,40.0,5.09,7.83,19.4,4.0,4.0,17.0,315.0,227.0,227.0,8.0,3.53,5.08,5.2,30.65,30.65,27.85,regular
WSH,20242025,WSH,WSH,Team Level,all,82,0.52,0.5,0.51,298534.0,2566.19,274.21,167.8,622.85,87.07,1368.66,1015.39,261.01,276.03,262.82,2268.0,1268.0,1348.0,4884.0,286.0,255.0,31.0,475.0,3.0,1054.0,1463.0,1982.0,3250.0,296.0,671.0,2308.0,1580.0,362.0,1211.0,2535.0,679.0,322.0,73.73,86.29,114.2,103.0,83.0,100.0,4930.33,3536.0,3568.24,560.0,37.14,53.95,54.02,257.34,259.15,251.62,2525.94,250.38,166.37,606.77,85.76,1355.26,986.46,236.53,250.36,236.58,2231.0,1220.0,1458.0,4909.0,229.0,252.0,27.0,478.0,9.0,1097.0,1386.0,2002.0,3222.0,281.0,642.0,2291.0,1612.0,355.0,1192.0,2503.0,663.0,285.0,71.54,83.22,95.62,75.0,82.0,72.0,4889.07,3451.0,3443.75,564.0,37.18,55.8,55.8,231.75,231.88,224.48,regular
WSH,20242025,WSH,WSH,Team Level,5on5,82,0.52,0.51,0.51,244800.0,2036.11,184.2,128.16,516.91,69.35,1095.67,821.7,176.87,186.02,178.68,1786.0,1030.0,1127.0,3943.0,190.0,200.0,28.0,390.0,0.0,829.0,1207.0,1596.0,2626.0,261.0,588.0,1791.0,1454.0,307.0,1079.0,2086.0,536.0,194.0,60.61,68.46,55.13,84.0,64.0,42.0,3989.33,2816.0,2848.24,516.0,26.64,42.43,42.43,168.42,170.24,167.3,1955.11,170.84,122.73,490.01,66.37,1038.29,783.74,163.7,170.82,163.73,1720.0,952.0,1187.0,3859.0,160.0,191.0,19.0,366.0,5.0,841.0,1109.0,1560.0,2512.0,246.0,559.0,1752.0,1528.0,307.0,1053.0,1993.0,493.0,186.0,55.82,62.52,52.5,66.0,62.0,32.0,3839.07,2672.0,2664.75,512.0,25.44,40.74,40.62,155.66,155.79,153.23,regular
WSH,20242025,WSH,WSH,Team Level,4on5,82,0.13,0.13,0.15,22191.0,63.3,6.09,3.14,9.7,2.1,19.93,43.02,5.97,6.09,5.97,65.0,19.0,11.0,95.0,8.0,3.0,0.0,2.0,1.0,15.0,55.0,57.0,76.0,6.0,15.0,184.0,49.0,26.0,37.0,58.0,21.0,5.0,1.58,2.73,1.77,4.0,3.0,1.0,95.0,84.0,84.0,31.0,0.72,1.01,1.09,5.72,5.72,5.66,341.65,41.19,28.77,76.47,11.78,202.24,108.54,37.94,41.19,37.94,302.0,167.0,173.0,642.0,38.0,43.0,6.0,72.0,2.0,156.0,158.0,264.0,431.0,17.0,37.0,225.0,20.0,11.0,75.0,327.0,89.0,53.0,9.03,10.27,21.9,5.0,12.0,21.0,642.0,469.0,469.0,14.0,7.56,9.2,9.2,39.55,39.55,37.54,regular
WSH,20242025,WSH,WSH,Team Level,5on4,82,0.87,0.86,0.84,20497.0,316.95,41.93,27.49,69.46,10.68,179.67,97.77,38.94,41.93,38.94,284.0,143.0,139.0,566.0,46.0,45.0,3.0,59.0,1.0,134.0,142.0,238.0,381.0,23.0,45.0,206.0,42.0,16.0,70.0,269.0,95.0,63.0,6.76,11.41,23.75,10.0,13.0,23.0,566.0,427.0,427.0,6.0,7.21,8.77,8.77,40.37,40.37,38.61,63.11,6.02,2.83,9.27,1.9,19.61,43.37,5.96,6.02,5.96,69.0,14.0,10.0,93.0,6.0,4.0,1.0,5.0,0.0,14.0,54.0,63.0,77.0,14.0,33.0,172.0,41.0,19.0,34.0,58.0,19.0,6.0,1.59,2.61,1.82,0.0,4.0,2.0,93.0,83.0,83.0,30.0,0.64,0.78,0.78,5.88,5.88,5.86,regular
VAN,20242025,VAN,VAN,Team Level,other,82,0.52,0.52,0.52,11302.0,160.99,36.61,10.37,29.45,5.6,83.64,58.33,33.64,36.61,33.64,138.0,86.0,69.0,293.0,30.0,20.0,5.0,16.0,1.0,76.0,81.0,108.0,194.0,3.0,6.0,125.0,36.0,8.0,37.0,117.0,47.0,60.0,4.5,5.53,26.58,6.0,5.0,19.0,293.0,224.0,224.0,15.0,3.01,7.17,7.29,32.32,32.32,30.32,150.41,34.39,10.17,28.18,5.01,77.09,52.22,32.76,34.39,32.76,140.0,68.0,67.0,275.0,48.0,15.0,5.0,13.0,1.0,63.0,68.0,92.0,160.0,9.0,16.0,100.0,29.0,14.0,39.0,111.0,44.0,53.0,4.29,5.16,24.94,9.0,10.0,29.0,275.0,208.0,208.0,18.0,2.91,5.22,5.22,32.01,32.01,30.92,regular
