team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,season_type
EDM,20202021,EDM,EDM,Team Level,4on5,56,0.13,0.11,0.14,15105.0,39.78,4.27,2.2,5.37,1.14,12.27,27.77,4.25,4.27,4.25,43.0,10.0,4.0,57.0,2.0,1.0,0.0,2.0,0.0,6.0,42.0,41.0,51.0,0.0,0.0,113.0,66.0,38.0,44.0,31.0,17.0,5.0,0.91,2.11,1.24,0.0,1.0,1.0,57.0,53.0,53.0,39.0,0.5,0.25,0.25,4.51,4.51,4.5,229.33,29.14,19.95,45.95,7.73,146.01,76.22,26.19,29.14,26.19,238.0,87.0,121.0,446.0,26.0,14.0,6.0,47.0,14.0,134.0,90.0,212.0,299.0,12.0,26.0,149.0,15.0,11.0,38.0,233.0,57.0,35.0,5.39,6.33,17.43,4.0,2.0,20.0,446.0,325.0,325.0,4.0,5.08,5.71,5.71,28.52,28.52,25.96,regular
EDM,20202021,EDM,EDM,Team Level,5on4,56,0.92,0.89,0.88,15190.0,256.84,38.09,23.44,46.52,7.95,153.83,79.17,35.74,38.09,35.74,262.0,87.0,107.0,456.0,44.0,20.0,4.0,46.0,15.0,133.0,91.0,218.0,305.0,10.0,20.0,165.0,5.0,11.0,48.0,189.0,120.0,40.0,4.81,14.32,18.96,3.0,15.0,26.0,456.0,349.0,349.0,2.0,5.99,5.79,5.46,38.62,38.62,36.4,34.38,3.48,1.94,5.0,1.27,12.35,24.95,3.41,3.48,3.41,43.0,6.0,8.0,57.0,4.0,1.0,1.0,5.0,0.0,4.0,35.0,39.0,45.0,5.0,10.0,114.0,42.0,32.0,43.0,35.0,10.0,4.0,1.02,1.23,1.23,2.0,0.0,2.0,57.0,49.0,49.0,41.0,0.44,0.35,0.35,3.58,3.58,3.56,regular
NSH,20202021,NSH,NSH,Team Level,other,56,0.44,0.51,0.49,6497.0,86.06,15.79,6.62,16.12,3.12,48.93,30.42,15.08,15.79,15.08,85.0,36.0,40.0,161.0,14.0,7.0,3.0,15.0,5.0,34.0,46.0,71.0,107.0,2.0,4.0,82.0,16.0,16.0,14.0,75.0,25.0,21.0,3.26,3.14,9.39,3.0,3.0,8.0,161.0,121.0,121.0,7.0,1.93,2.63,2.63,15.1,15.1,14.54,84.9,19.71,5.38,14.34,2.84,48.04,33.69,19.31,19.71,19.31,88.0,36.0,32.0,156.0,23.0,4.0,1.0,19.0,4.0,27.0,47.0,65.0,101.0,3.0,6.0,69.0,15.0,15.0,11.0,75.0,23.0,26.0,2.79,2.55,14.36,5.0,2.0,16.0,156.0,124.0,124.0,5.0,1.51,0.58,0.58,20.64,20.64,20.3,regular
NSH,20202021,NSH,NSH,Team Level,all,56,0.49,0.5,0.5,204407.0,1663.71,147.83,115.53,382.34,54.95,957.24,676.11,143.22,148.26,143.64,1676.0,658.0,668.0,3002.0,151.0,112.0,22.0,360.0,66.0,739.0,906.0,1525.0,2183.0,196.0,442.0,1627.0,1146.0,274.0,420.0,1789.0,421.0,124.0,51.98,52.19,43.67,53.0,53.0,45.0,2996.57,2334.0,2329.49,240.0,25.35,26.29,26.41,146.77,147.1,143.88,1646.37,156.21,113.12,369.35,52.53,927.35,680.44,150.8,156.96,151.58,1752.0,547.0,733.0,3032.0,154.0,118.0,22.0,434.0,53.0,689.0,851.0,1598.0,2145.0,190.0,416.0,1521.0,1019.0,285.0,422.0,1736.0,427.0,136.0,50.53,52.38,53.3,47.0,53.0,54.0,3054.06,2299.0,2315.63,255.0,24.61,28.09,28.09,152.75,153.65,150.8,regular
NSH,20202021,NSH,NSH,Team Level,5on5,56,0.5,0.5,0.51,166657.0,1342.25,103.02,89.56,320.7,44.31,770.99,557.43,100.44,103.44,100.86,1345.0,541.0,527.0,2413.0,106.0,82.0,13.0,302.0,52.0,593.0,751.0,1239.0,1780.0,174.0,396.0,1272.0,1084.0,224.0,344.0,1482.0,336.0,68.0,42.81,41.7,18.5,44.0,42.0,20.0,2407.57,1886.0,1881.49,206.0,18.46,15.61,16.28,105.19,105.52,103.95,1316.26,104.09,87.88,308.63,41.87,739.54,550.98,100.19,104.84,100.98,1399.0,434.0,592.0,2425.0,90.0,93.0,14.0,364.0,37.0,554.0,695.0,1309.0,1743.0,177.0,392.0,1161.0,961.0,230.0,351.0,1429.0,332.0,72.0,41.65,41.53,20.9,39.0,34.0,17.0,2447.06,1833.0,1849.63,226.0,18.09,20.52,20.74,101.45,102.35,100.78,regular
NSH,20202021,NSH,NSH,Team Level,4on5,56,0.12,0.11,0.13,16017.0,32.29,3.75,1.66,3.69,0.83,9.56,22.5,3.75,3.75,3.75,35.0,7.0,7.0,49.0,5.0,0.0,0.0,3.0,0.0,4.0,30.0,30.0,37.0,7.0,16.0,133.0,33.0,27.0,29.0,24.0,12.0,6.0,0.6,1.6,1.56,0.0,2.0,3.0,49.0,42.0,42.0,27.0,0.38,0.0,0.0,4.14,4.14,4.14,208.08,28.78,17.8,41.08,6.66,127.98,69.68,27.71,28.78,27.71,225.0,67.0,103.0,395.0,39.0,20.0,7.0,45.0,11.0,103.0,74.0,186.0,253.0,7.0,12.0,152.0,10.0,7.0,36.0,200.0,57.0,35.0,5.08,6.53,17.18,3.0,15.0,21.0,395.0,292.0,292.0,2.0,4.56,6.93,6.7,26.64,26.64,25.75,regular
NSH,20202021,NSH,NSH,Team Level,5on4,56,0.87,0.87,0.85,15236.0,203.11,25.27,17.68,41.83,6.7,127.77,65.76,23.94,25.27,23.94,211.0,74.0,94.0,379.0,26.0,23.0,6.0,40.0,9.0,108.0,79.0,185.0,259.0,13.0,26.0,140.0,13.0,7.0,33.0,208.0,48.0,29.0,5.3,5.75,14.21,6.0,6.0,14.0,379.0,285.0,285.0,0.0,4.57,8.05,7.5,22.34,22.34,21.26,37.13,3.63,2.05,5.29,1.16,11.78,26.1,3.57,3.63,3.57,40.0,10.0,6.0,56.0,2.0,1.0,0.0,6.0,1.0,5.0,35.0,38.0,48.0,3.0,6.0,139.0,33.0,33.0,24.0,32.0,15.0,3.0,1.01,1.76,0.86,0.0,2.0,0.0,56.0,50.0,50.0,22.0,0.46,0.07,0.07,4.02,4.02,3.97,regular
MTL,20202021,MTL,MTL,Team Level,other,56,0.43,0.49,0.47,7159.0,86.0,16.41,5.89,14.79,2.8,45.31,33.81,15.87,16.41,15.87,84.0,35.0,38.0,157.0,16.0,4.0,1.0,17.0,2.0,32.0,48.0,68.0,103.0,5.0,10.0,67.0,24.0,15.0,17.0,69.0,30.0,20.0,2.76,3.61,10.04,3.0,5.0,8.0,157.0,119.0,119.0,10.0,1.62,1.19,1.19,16.84,16.84,16.46,96.58,22.14,6.62,16.25,3.02,48.41,37.57,21.41,22.14,21.41,95.0,39.0,29.0,163.0,26.0,8.0,2.0,14.0,5.0,36.0,45.0,69.0,108.0,2.0,4.0,85.0,16.0,23.0,24.0,60.0,46.0,28.0,2.38,5.77,13.99,4.0,9.0,13.0,163.0,134.0,134.0,14.0,1.84,2.9,2.9,21.08,21.08,20.68,regular
MTL,20202021,MTL,MTL,Team Level,all,56,0.49,0.53,0.52,204554.0,1723.77,156.02,121.1,396.39,55.37,964.34,705.78,151.82,156.47,152.27,1746.0,653.0,866.0,3265.0,158.0,101.0,23.0,411.0,51.0,787.0,891.0,1588.0,2241.0,191.0,431.0,1508.0,1585.0,292.0,693.0,1789.0,467.0,143.0,51.11,57.3,47.61,48.0,61.0,49.0,3273.37,2399.0,2402.42,571.0,26.36,22.49,22.52,159.86,160.08,157.52,1573.2,162.18,111.05,356.32,51.73,880.61,632.11,155.76,163.38,156.92,1580.0,614.0,684.0,2878.0,165.0,115.0,19.0,375.0,55.0,644.0,840.0,1415.0,2029.0,171.0,389.0,1606.0,1333.0,363.0,733.0,1569.0,458.0,167.0,46.37,55.13,60.68,45.0,63.0,57.0,2899.52,2194.0,2210.0,557.0,24.74,26.42,26.42,160.5,161.74,157.11,regular
MTL,20202021,MTL,MTL,Team Level,5on5,56,0.53,0.55,0.54,168194.0,1407.0,114.28,95.53,336.79,45.13,789.01,578.25,111.47,114.74,111.92,1415.0,544.0,741.0,2700.0,106.0,80.0,16.0,343.0,39.0,646.0,745.0,1309.0,1853.0,169.0,383.0,1193.0,1464.0,245.0,601.0,1483.0,380.0,96.0,42.59,46.37,25.34,36.0,46.0,24.0,2708.37,1959.0,1962.43,502.0,19.83,15.61,15.88,118.24,118.47,116.81,1205.33,101.17,81.36,288.1,40.06,675.01,499.3,98.72,102.38,99.89,1193.0,492.0,567.0,2252.0,103.0,80.0,10.0,313.0,35.0,490.0,664.0,1090.0,1582.0,152.0,349.0,1223.0,1255.0,294.0,613.0,1272.0,321.0,92.0,37.43,38.51,25.23,37.0,43.0,23.0,2273.52,1685.0,1701.0,476.0,16.85,16.25,16.6,101.41,102.64,101.26,regular
MTL,20202021,MTL,MTL,Team Level,4on5,56,0.12,0.15,0.16,14699.0,47.51,4.94,2.64,7.04,1.52,16.11,33.75,4.87,4.94,4.87,55.0,11.0,11.0,77.0,9.0,2.0,1.0,4.0,0.0,16.0,35.0,46.0,57.0,9.0,20.0,116.0,73.0,24.0,54.0,43.0,19.0,4.0,1.28,2.45,1.21,3.0,4.0,2.0,77.0,66.0,66.0,51.0,0.6,0.67,0.67,4.87,4.87,4.85,246.25,36.79,21.91,48.81,7.98,149.64,76.87,33.57,36.79,33.57,260.0,82.0,79.0,421.0,34.0,26.0,6.0,46.0,14.0,111.0,111.0,226.0,308.0,14.0,28.0,170.0,18.0,8.0,40.0,211.0,87.0,44.0,5.9,10.28,20.61,4.0,10.0,20.0,421.0,342.0,342.0,13.0,5.78,6.95,6.59,35.98,35.98,33.15,regular
MTL,20202021,MTL,MTL,Team Level,5on4,56,0.91,0.89,0.89,14502.0,183.25,20.39,17.05,37.78,5.92,113.91,59.97,19.61,20.39,19.61,192.0,63.0,76.0,331.0,27.0,15.0,5.0,47.0,10.0,93.0,63.0,165.0,228.0,8.0,18.0,132.0,24.0,8.0,21.0,194.0,38.0,23.0,4.49,4.87,11.02,6.0,6.0,15.0,331.0,255.0,255.0,8.0,4.3,5.02,4.78,19.91,19.91,19.4,25.04,2.08,1.16,3.15,0.68,7.55,18.38,2.06,2.08,2.06,32.0,1.0,9.0,42.0,2.0,1.0,1.0,2.0,1.0,7.0,20.0,30.0,31.0,3.0,8.0,128.0,44.0,38.0,56.0,26.0,4.0,3.0,0.66,0.56,0.86,0.0,1.0,1.0,42.0,33.0,33.0,54.0,0.27,0.32,0.32,2.03,2.03,2.02,regular
DAL,20202021,DAL,DAL,Team Level,other,56,0.4,0.5,0.51,4695.0,96.67,13.87,6.88,17.79,3.23,56.36,36.88,13.27,13.87,13.27,95.0,40.0,36.0,171.0,18.0,5.0,2.0,15.0,3.0,54.0,40.0,77.0,117.0,5.0,10.0,77.0,19.0,14.0,16.0,87.0,35.0,13.0,3.35,4.37,6.15,3.0,8.0,7.0,171.0,135.0,135.0,6.0,1.95,1.2,1.2,14.62,14.62,14.09,96.89,21.23,6.49,17.5,3.29,46.66,36.83,19.81,21.23,19.81,100.0,32.0,37.0,169.0,20.0,10.0,2.0,13.0,5.0,36.0,48.0,80.0,112.0,2.0,4.0,74.0,11.0,11.0,24.0,67.0,40.0,25.0,2.69,4.97,13.56,1.0,7.0,12.0,169.0,132.0,132.0,18.0,1.81,2.95,2.95,20.08,20.08,18.96,regular
DAL,20202021,DAL,DAL,Team Level,all,56,0.52,0.52,0.52,206114.0,1654.93,144.19,111.48,385.01,55.66,949.19,686.47,139.87,144.39,140.06,1700.0,632.0,790.0,3122.0,156.0,122.0,32.0,324.0,64.0,760.0,906.0,1544.0,2176.0,171.0,378.0,1665.0,1386.0,277.0,491.0,1790.0,427.0,115.0,51.87,50.92,41.39,45.0,62.0,49.0,3121.56,2332.0,2329.83,253.0,24.5,27.02,27.02,141.67,141.75,139.14,1534.21,134.4,102.11,353.43,51.49,866.01,651.55,130.22,134.67,130.49,1519.0,640.0,722.0,2881.0,148.0,92.0,22.0,334.0,48.0,711.0,826.0,1371.0,2011.0,173.0,384.0,1554.0,1247.0,266.0,511.0,1695.0,352.0,112.0,47.91,42.32,44.16,47.0,50.0,51.0,2887.27,2159.0,2168.54,294.0,22.5,20.06,21.15,135.74,136.01,133.26,regular
DAL,20202021,DAL,DAL,Team Level,5on5,56,0.54,0.53,0.52,171096.0,1312.14,100.66,84.43,319.04,44.0,745.94,552.93,97.92,100.86,98.13,1353.0,494.0,662.0,2509.0,101.0,96.0,22.0,274.0,51.0,587.0,738.0,1252.0,1746.0,154.0,346.0,1319.0,1304.0,222.0,409.0,1456.0,316.0,75.0,41.8,37.97,20.89,37.0,40.0,24.0,2508.56,1847.0,1844.83,222.0,17.38,18.81,18.81,99.23,99.31,97.93,1184.99,84.88,75.35,285.95,39.92,671.8,514.09,82.92,85.14,83.19,1164.0,508.0,572.0,2244.0,95.0,62.0,14.0,268.0,37.0,550.0,660.0,1069.0,1577.0,160.0,358.0,1202.0,1188.0,228.0,419.0,1356.0,264.0,52.0,38.96,31.75,14.17,42.0,38.0,15.0,2250.27,1672.0,1681.54,244.0,15.46,11.37,11.75,88.59,88.85,87.75,regular
DAL,20202021,DAL,DAL,Team Level,4on5,56,0.08,0.12,0.14,15259.0,34.43,2.31,1.63,4.99,1.17,11.55,26.35,2.29,2.31,2.29,41.0,7.0,10.0,58.0,3.0,0.0,0.0,3.0,0.0,7.0,35.0,38.0,45.0,2.0,4.0,132.0,45.0,27.0,24.0,38.0,9.0,1.0,1.05,0.95,0.3,1.0,1.0,1.0,58.0,48.0,48.0,24.0,0.38,0.0,0.0,2.69,2.69,2.66,211.72,25.81,18.46,44.51,7.1,133.85,69.28,25.04,25.81,25.04,211.0,88.0,108.0,407.0,30.0,20.0,6.0,50.0,6.0,112.0,81.0,181.0,269.0,6.0,12.0,140.0,16.0,6.0,35.0,226.0,40.0,33.0,5.21,4.62,15.98,2.0,4.0,24.0,407.0,299.0,299.0,2.0,4.81,5.73,6.44,24.18,24.18,23.69,regular
DAL,20202021,DAL,DAL,Team Level,5on4,56,0.92,0.86,0.84,15064.0,211.7,27.35,18.54,43.18,7.27,135.35,70.31,26.38,27.35,26.38,211.0,91.0,82.0,384.0,34.0,21.0,8.0,32.0,10.0,112.0,93.0,177.0,268.0,10.0,18.0,137.0,18.0,14.0,42.0,209.0,67.0,26.0,5.67,7.64,14.04,4.0,13.0,17.0,384.0,302.0,302.0,1.0,4.79,7.01,7.01,25.13,25.13,24.47,40.6,2.48,1.81,5.47,1.18,13.7,31.36,2.45,2.48,2.45,44.0,12.0,5.0,61.0,3.0,0.0,0.0,3.0,0.0,13.0,37.0,41.0,53.0,5.0,10.0,138.0,32.0,21.0,33.0,46.0,8.0,2.0,1.06,0.98,0.45,2.0,1.0,0.0,61.0,56.0,56.0,30.0,0.42,0.0,0.0,2.9,2.9,2.87,regular
TOR,20202021,TOR,TOR,Team Level,other,56,0.58,0.53,0.55,7383.0,99.98,25.79,7.83,14.54,3.26,55.18,31.4,23.85,25.79,23.85,92.0,46.0,41.0,179.0,23.0,8.0,4.0,10.0,4.0,45.0,48.0,69.0,115.0,1.0,2.0,83.0,18.0,16.0,28.0,55.0,50.0,33.0,2.56,6.3,16.93,3.0,9.0,11.0,179.0,138.0,138.0,17.0,2.35,3.49,3.49,24.66,24.66,24.09,81.31,18.63,5.88,13.33,2.58,45.58,25.99,17.83,18.63,17.83,80.0,32.0,44.0,156.0,22.0,4.0,3.0,19.0,3.0,33.0,31.0,58.0,90.0,3.0,6.0,65.0,27.0,9.0,13.0,56.0,31.0,25.0,2.28,3.79,12.56,3.0,7.0,12.0,156.0,112.0,112.0,6.0,1.71,1.88,1.88,18.46,18.46,18.04,regular
TOR,20202021,TOR,TOR,Team Level,all,56,0.56,0.52,0.52,203170.0,1758.21,194.61,131.59,371.39,55.63,970.37,686.4,186.17,196.74,188.26,1751.0,659.0,713.0,3123.0,186.0,129.0,30.0,407.0,53.0,758.0,877.0,1565.0,2224.0,157.0,340.0,1526.0,1003.0,388.0,748.0,1585.0,635.0,190.0,51.18,76.91,66.52,51.0,71.0,64.0,3181.25,2410.0,2450.82,431.0,29.31,32.32,32.59,191.32,193.29,188.71,1561.93,151.97,111.58,344.61,50.7,890.02,640.12,147.48,150.62,146.19,1559.0,630.0,708.0,2897.0,148.0,81.0,20.0,368.0,49.0,707.0,836.0,1411.0,2041.0,167.0,368.0,1455.0,1565.0,357.0,660.0,1550.0,509.0,130.0,46.61,60.61,44.76,37.0,65.0,46.0,2843.91,2189.0,2158.6,455.0,24.46,18.61,18.61,157.81,156.59,153.57,regular
TOR,20202021,TOR,TOR,Team Level,5on5,56,0.56,0.51,0.52,167708.0,1377.79,133.75,98.73,305.52,43.17,757.99,545.83,129.5,135.88,131.6,1365.0,520.0,571.0,2456.0,133.0,93.0,20.0,341.0,40.0,587.0,691.0,1232.0,1752.0,149.0,324.0,1193.0,930.0,328.0,633.0,1276.0,499.0,110.0,42.44,60.27,31.03,44.0,58.0,31.0,2514.25,1885.0,1925.82,366.0,20.58,21.46,21.73,132.6,134.57,132.06,1254.17,106.84,86.13,288.72,40.88,717.01,525.42,104.16,105.49,102.88,1243.0,522.0,595.0,2360.0,95.0,59.0,10.0,308.0,37.0,569.0,697.0,1148.0,1670.0,149.0,330.0,1144.0,1468.0,309.0,568.0,1283.0,406.0,76.0,38.59,48.22,20.03,30.0,47.0,18.0,2306.91,1765.0,1734.6,408.0,17.82,11.12,11.12,113.54,112.32,110.5,regular
TOR,20202021,TOR,TOR,Team Level,4on5,56,0.23,0.2,0.22,13989.0,52.87,6.38,3.04,6.85,1.61,16.85,36.27,6.3,6.38,6.3,65.0,6.0,7.0,78.0,3.0,2.0,1.0,6.0,1.0,13.0,46.0,62.0,68.0,2.0,4.0,105.0,35.0,32.0,39.0,42.0,21.0,8.0,1.44,2.68,2.26,1.0,1.0,1.0,78.0,71.0,71.0,39.0,0.69,0.61,0.61,6.45,6.45,6.42,182.31,21.92,17.13,36.52,5.9,113.38,58.16,20.97,21.92,20.97,185.0,68.0,62.0,315.0,25.0,15.0,5.0,37.0,8.0,96.0,72.0,160.0,228.0,9.0,20.0,129.0,24.0,13.0,42.0,175.0,54.0,24.0,4.62,6.42,10.89,4.0,7.0,14.0,315.0,253.0,253.0,5.0,4.38,4.88,4.88,21.42,21.42,20.65,regular
TOR,20202021,TOR,TOR,Team Level,5on4,56,0.86,0.86,0.84,14090.0,227.58,28.69,22.0,44.47,7.58,140.37,72.89,26.52,28.69,26.52,229.0,87.0,94.0,410.0,27.0,26.0,5.0,50.0,8.0,113.0,92.0,202.0,289.0,5.0,10.0,145.0,20.0,12.0,48.0,212.0,65.0,39.0,4.73,7.66,16.29,3.0,3.0,21.0,410.0,316.0,316.0,9.0,5.68,6.75,6.75,27.61,27.61,26.14,44.14,4.57,2.44,6.05,1.34,14.04,30.54,4.51,4.57,4.51,51.0,8.0,7.0,66.0,6.0,3.0,2.0,4.0,1.0,9.0,36.0,45.0,53.0,6.0,12.0,117.0,46.0,26.0,37.0,36.0,18.0,5.0,1.12,2.18,1.28,0.0,4.0,2.0,66.0,59.0,59.0,36.0,0.55,0.73,0.73,4.4,4.4,4.38,regular
ARI,20202021,ARI,ARI,Team Level,other,56,0.44,0.45,0.43,7125.0,80.13,17.23,5.97,13.96,2.49,43.16,27.2,16.68,17.23,16.68,90.0,20.0,42.0,152.0,17.0,7.0,1.0,14.0,1.0,36.0,35.0,73.0,93.0,11.0,22.0,70.0,25.0,11.0,16.0,60.0,22.0,28.0,2.07,2.6,12.56,2.0,1.0,14.0,152.0,110.0,110.0,12.0,1.73,2.35,2.35,16.6,16.6,16.26,99.97,22.33,6.99,17.96,3.43,57.77,34.52,21.32,22.33,21.32,108.0,35.0,41.0,184.0,28.0,7.0,2.0,24.0,4.0,49.0,31.0,80.0,115.0,8.0,14.0,96.0,20.0,12.0,14.0,85.0,24.0,34.0,2.78,3.06,16.48,7.0,2.0,19.0,184.0,143.0,143.0,7.0,2.06,2.61,2.61,21.78,21.78,21.02,regular
ARI,20202021,ARI,ARI,Team Level,all,56,0.47,0.48,0.48,203959.0,1557.75,140.45,109.15,359.55,50.95,885.25,636.68,135.76,140.06,135.4,1536.0,646.0,735.0,2917.0,150.0,139.0,24.0,359.0,41.0,653.0,840.0,1386.0,2032.0,189.0,420.0,1525.0,1447.0,314.0,366.0,1674.0,364.0,144.0,47.13,44.39,48.92,65.0,39.0,46.0,2892.81,2182.0,2167.09,187.0,23.79,29.2,29.26,134.97,134.49,132.1,1685.91,161.41,118.0,384.49,55.0,958.81,689.3,155.14,162.95,156.63,1710.0,657.0,760.0,3127.0,174.0,144.0,27.0,406.0,52.0,732.0,860.0,1536.0,2193.0,202.0,438.0,1583.0,1152.0,247.0,389.0,1808.0,398.0,161.0,53.36,48.26,59.79,62.0,57.0,55.0,3165.77,2367.0,2392.58,181.0,25.98,33.58,33.58,153.81,155.28,151.9,regular
ARI,20202021,ARI,ARI,Team Level,5on5,56,0.48,0.49,0.49,163336.0,1239.69,96.62,83.31,298.22,40.95,700.05,518.86,93.78,96.24,93.42,1208.0,530.0,580.0,2318.0,99.0,114.0,19.0,303.0,34.0,507.0,681.0,1109.0,1639.0,155.0,341.0,1171.0,1358.0,271.0,311.0,1366.0,286.0,86.0,38.54,35.03,23.05,48.0,34.0,17.0,2293.81,1738.0,1723.09,160.0,17.13,21.79,22.18,91.58,91.08,89.95,1305.17,103.95,87.87,311.54,42.66,738.49,548.49,100.65,105.49,102.14,1312.0,521.0,608.0,2441.0,115.0,107.0,16.0,330.0,37.0,549.0,696.0,1197.0,1718.0,176.0,387.0,1204.0,1066.0,201.0,328.0,1431.0,318.0,84.0,42.5,38.43,23.02,48.0,47.0,20.0,2479.77,1833.0,1858.58,155.0,18.14,19.7,19.7,102.4,103.87,102.18,regular
ARI,20202021,ARI,ARI,Team Level,4on5,56,0.08,0.11,0.11,16171.0,30.42,2.72,1.46,4.14,0.86,9.35,21.46,2.72,2.72,2.72,33.0,7.0,13.0,53.0,1.0,0.0,0.0,2.0,2.0,7.0,28.0,32.0,39.0,5.0,10.0,131.0,45.0,20.0,16.0,29.0,8.0,3.0,0.82,1.13,0.78,1.0,0.0,0.0,53.0,40.0,40.0,12.0,0.34,0.0,0.0,3.06,3.06,3.06,240.43,31.61,21.14,49.21,7.71,149.8,77.53,29.74,31.61,29.74,247.0,90.0,108.0,445.0,28.0,29.0,9.0,47.0,11.0,129.0,93.0,219.0,309.0,10.0,18.0,140.0,20.0,8.0,29.0,252.0,47.0,38.0,6.9,5.67,19.04,7.0,5.0,16.0,445.0,337.0,337.0,3.0,5.32,10.99,10.99,25.93,25.93,25.02,regular
ARI,20202021,ARI,ARI,Team Level,5on4,56,0.87,0.87,0.84,17327.0,207.51,23.87,18.39,43.24,6.64,132.69,69.16,22.58,23.87,22.58,205.0,89.0,100.0,394.0,33.0,18.0,4.0,40.0,4.0,103.0,96.0,172.0,261.0,18.0,47.0,153.0,19.0,12.0,23.0,219.0,48.0,27.0,5.71,5.63,12.52,14.0,4.0,15.0,394.0,294.0,294.0,3.0,4.59,5.06,4.73,23.74,23.74,22.83,40.35,3.53,1.98,5.79,1.19,12.75,28.76,3.43,3.53,3.43,43.0,11.0,3.0,57.0,3.0,1.0,0.0,5.0,0.0,5.0,40.0,40.0,51.0,8.0,19.0,143.0,46.0,26.0,18.0,40.0,9.0,5.0,1.18,1.1,1.25,0.0,3.0,0.0,57.0,54.0,54.0,16.0,0.46,0.28,0.28,3.72,3.72,3.68,regular
DET,20202021,DET,DET,Team Level,other,56,0.54,0.51,0.52,6906.0,98.58,21.49,6.87,17.37,3.13,50.27,34.87,20.5,21.49,20.5,103.0,31.0,29.0,163.0,22.0,10.0,1.0,20.0,1.0,32.0,49.0,81.0,112.0,4.0,8.0,80.0,19.0,12.0,20.0,76.0,30.0,28.0,2.69,3.78,15.01,5.0,3.0,14.0,163.0,134.0,134.0,10.0,1.93,1.84,1.84,21.57,21.57,20.8,86.5,18.44,5.8,14.95,2.79,46.08,34.94,17.77,18.44,17.77,83.0,40.0,31.0,154.0,20.0,2.0,0.0,17.0,2.0,37.0,45.0,63.0,103.0,3.0,6.0,89.0,19.0,12.0,18.0,72.0,23.0,28.0,2.79,2.77,12.89,5.0,4.0,11.0,154.0,123.0,123.0,6.0,1.72,0.49,0.49,19.68,19.68,18.99,regular
