game_id,date,team,period,pull_time,time_remaining_seconds,score_differential,home_score_at_pull,away_score_at_pull,goal_scored_after,goal_by_trailing_team,goal_by_opponent,time_to_goal_seconds,outcome,final_home_score,final_away_score,total_goals_added
2023020894,2024-02-22,TBL,3,18:58,122,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023020895,2024-02-22,NYI,3,09:21,699,4,4,0,True,False,True,0,opponent_scored,4,0,0
2023020897,2024-02-22,VAN,3,17:51,189,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023020899,2024-02-22,LAK,3,17:00,240,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023020902,2024-02-23,EDM,3,18:33,147,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023020904,2024-02-24,NYI,3,19:29,91,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023020912,2024-02-24,EDM,3,12:51,489,4,2,6,True,False,True,0,opponent_scored,2,6,0
2023020914,2024-02-24,SJS,3,19:48,72,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023020916,2024-02-25,NJD,3,18:25,155,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023020922,2024-02-25,ANA,3,17:58,182,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023020929,2024-02-27,ARI,3,19:57,63,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023020930,2024-02-27,TBL,3,15:22,338,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023020931,2024-02-27,TOR,3,18:23,157,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023020935,2024-02-27,LAK,3,18:46,134,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023020939,2024-02-28,CBJ,3,19:07,113,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023020942,2024-02-29,CBJ,3,19:45,75,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023020943,2024-02-29,DET,3,19:24,96,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023020946,2024-02-29,ARI,3,19:00,120,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023020947,2024-02-29,WPG,3,18:50,130,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023020952,2024-02-29,SJS,3,19:36,84,2,4,6,True,False,True,0,opponent_scored,4,6,0
2023020953,2024-03-01,OTT,3,18:45,135,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023020956,2024-03-02,CAR,3,19:49,71,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023020959,2024-03-02,COL,3,19:07,113,4,5,1,True,False,True,0,opponent_scored,5,1,0
2023020962,2024-03-02,OTT,3,19:59,61,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023020965,2024-03-02,CHI,3,17:35,205,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023020967,2024-03-02,MIN,3,19:11,109,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023020969,2024-03-03,WSH,3,19:39,81,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023020970,2024-03-03,NJD,3,17:47,193,4,5,1,True,False,True,0,opponent_scored,5,1,0
2023020971,2024-03-03,BUF,3,18:39,141,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023020975,2024-03-04,VGK,3,18:49,131,3,6,3,True,False,True,0,opponent_scored,6,3,0
2023020976,2024-03-04,NYR,3,19:01,119,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023020982,2024-03-05,NJD,3,19:52,68,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023020984,2024-03-05,STL,3,19:29,91,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023020987,2024-03-05,ARI,3,19:32,88,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023020994,2024-03-07,MTL,3,18:57,123,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023020995,2024-03-07,EDM,3,19:40,80,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023020997,2024-03-07,STL,3,19:01,119,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023020999,2024-03-07,TBL,3,12:17,523,4,2,6,True,False,True,0,opponent_scored,2,6,0
2023021001,2024-03-07,ARI,3,18:48,132,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021008,2024-03-08,SEA,3,19:10,110,3,0,3,True,False,True,0,opponent_scored,0,3,0
2023021011,2024-03-09,NJD,3,18:49,131,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023021020,2024-03-09,DET,3,18:53,127,2,5,3,True,False,True,0,opponent_scored,5,3,0
2023021021,2024-03-09,LAK,3,16:20,280,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023021025,2024-03-10,ARI,3,17:24,216,3,7,4,True,False,True,0,opponent_scored,7,4,0
2023021027,2024-03-11,BOS,3,11:27,573,4,1,5,True,False,True,0,opponent_scored,1,5,0
2023021028,2024-03-11,NJD,3,18:47,133,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021030,2024-03-11,NYI,3,17:38,202,3,3,0,True,False,True,0,opponent_scored,3,0,0
2023021037,2024-03-12,ARI,3,17:28,212,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021045,2024-03-14,NYI,3,15:06,354,4,4,0,True,False,True,0,opponent_scored,4,0,0
2023021046,2024-03-14,FLA,3,15:42,318,4,4,0,True,False,True,0,opponent_scored,4,0,0
2023021048,2024-03-14,DET,3,16:56,244,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023021051,2024-03-14,SJS,3,18:04,176,3,6,3,True,False,True,0,opponent_scored,6,3,0
2023021052,2024-03-14,NYR,3,16:22,278,3,6,3,True,False,True,0,opponent_scored,6,3,0
2023021055,2024-03-14,VGK,3,17:02,238,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021059,2024-03-16,BUF,3,18:53,127,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021061,2024-03-16,PIT,3,19:42,78,3,4,7,True,False,True,0,opponent_scored,4,7,0
2023021062,2024-03-16,NJD,3,18:29,151,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021063,2024-03-16,FLA,3,18:28,152,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023021065,2024-03-16,SJS,3,18:55,125,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023021071,2024-03-16,SEA,3,18:40,140,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023021074,2024-03-17,NJD,3,19:41,79,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021076,2024-03-17,SJS,3,19:59,61,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023021078,2024-03-17,DET,3,19:34,86,3,6,3,True,False,True,0,opponent_scored,6,3,0
2023021080,2024-03-18,CGY,3,17:31,209,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023021085,2024-03-19,NYR,3,19:51,69,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021087,2024-03-19,NYI,3,16:22,278,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023021093,2024-03-19,BUF,3,18:09,171,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021094,2024-03-19,VGK,3,18:51,129,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023021098,2024-03-21,BOS,3,17:57,183,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021100,2024-03-21,NYI,3,16:15,285,3,6,3,True,False,True,0,opponent_scored,6,3,0
2023021102,2024-03-21,WPG,3,19:11,109,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021103,2024-03-21,OTT,3,18:32,148,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023021107,2024-03-21,SEA,3,19:48,72,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021118,2024-03-23,EDM,3,19:47,73,3,6,3,True,False,True,0,opponent_scored,6,3,0
2023021120,2024-03-23,CGY,3,18:50,130,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021126,2024-03-24,NYI,3,15:53,307,4,0,4,True,False,True,0,opponent_scored,0,4,0
2023021128,2024-03-24,EDM,3,19:22,98,2,5,3,True,False,True,0,opponent_scored,5,3,0
2023021129,2024-03-24,PHI,3,18:48,132,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023021130,2024-03-24,ARI,3,18:30,150,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021132,2024-03-24,CGY,3,19:15,105,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023021138,2024-03-26,CAR,3,18:04,176,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021139,2024-03-26,TOR,3,18:51,129,3,3,6,True,False,True,0,opponent_scored,3,6,0
2023021148,2024-03-27,BUF,3,16:43,257,4,2,6,True,False,True,0,opponent_scored,2,6,0
2023021149,2024-03-27,BOS,3,19:33,87,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021152,2024-03-28,PHI,3,17:05,235,3,3,0,True,False,True,0,opponent_scored,3,0,0
2023021156,2024-03-28,SJS,3,19:06,114,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021157,2024-03-28,CGY,3,18:45,135,2,5,3,True,False,True,0,opponent_scored,5,3,0
2023021158,2024-03-28,WPG,3,18:15,165,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023021160,2024-03-28,LAK,3,19:19,101,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021161,2024-03-28,NSH,3,13:57,423,4,7,3,True,False,True,0,opponent_scored,7,3,0
2023021163,2024-03-28,VAN,3,17:57,183,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023021164,2024-03-29,NJD,3,19:22,98,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023021166,2024-03-30,MIN,4,03:30,1050,1,1,2,True,False,True,0,opponent_scored,1,2,0
2023021168,2024-03-30,ARI,3,17:35,205,2,5,7,True,False,True,0,opponent_scored,5,7,0
2023021169,2024-03-30,NSH,3,16:10,290,3,7,4,True,False,True,0,opponent_scored,7,4,0
2023021172,2024-03-30,MTL,3,17:12,228,3,0,3,True,False,True,0,opponent_scored,0,3,0
2023021174,2024-03-30,NYI,3,17:14,226,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021177,2024-03-30,STL,3,16:47,253,4,0,4,True,False,True,0,opponent_scored,0,4,0
2023021179,2024-03-30,SEA,3,18:43,137,3,0,3,True,False,True,0,opponent_scored,0,3,0
2023021181,2024-04-01,COL,3,18:27,153,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021182,2024-04-01,NYR,3,17:49,191,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021184,2024-04-01,TBL,3,18:57,123,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021185,2024-04-01,FLA,3,19:14,106,2,6,4,True,False,True,0,opponent_scored,6,4,0
2023021188,2024-04-01,SJS,3,19:52,68,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021191,2024-04-02,NJD,3,17:07,233,3,3,6,True,False,True,0,opponent_scored,3,6,0
2023021194,2024-04-02,NSH,3,18:36,144,3,0,3,True,False,True,0,opponent_scored,0,3,0
2023021202,2024-04-04,CAR,3,17:49,191,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023021203,2024-04-04,CBJ,3,19:22,98,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021204,2024-04-04,MTL,3,19:06,114,3,4,7,True,False,True,0,opponent_scored,4,7,0
2023021206,2024-04-04,WSH,3,17:23,217,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023021207,2024-04-04,MIN,3,18:32,148,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023021208,2024-04-04,STL,3,18:16,164,2,5,3,True,False,True,0,opponent_scored,5,3,0
2023021209,2024-04-04,CGY,3,18:56,124,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023021212,2024-04-05,WSH,3,19:55,65,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023021216,2024-04-05,VGK,3,17:25,215,3,7,4,True,False,True,0,opponent_scored,7,4,0
2023021225,2024-04-06,NSH,3,18:41,139,2,2,0,True,False,True,0,opponent_scored,2,0,0
2023021226,2024-04-06,CGY,3,19:17,103,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021231,2024-04-07,SJS,3,16:54,246,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023021234,2024-04-07,MTL,3,18:45,135,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023021236,2024-04-07,COL,3,19:51,69,3,4,7,True,False,True,0,opponent_scored,4,7,0
2023021243,2024-04-09,NJD,3,18:47,133,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023021244,2024-04-09,NYR,3,19:54,66,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023021245,2024-04-09,CBJ,3,17:57,183,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023021255,2024-04-11,WSH,3,17:43,197,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021262,2024-04-11,DAL,3,17:39,201,3,0,3,True,False,True,0,opponent_scored,0,3,0
2023021264,2024-04-11,CGY,3,16:46,254,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021265,2024-04-12,STL,3,17:20,220,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021279,2024-04-13,PIT,3,17:13,227,3,3,6,True,False,True,0,opponent_scored,3,6,0
2023021280,2024-04-13,EDM,3,18:13,167,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023021283,2024-04-14,SEA,3,19:00,120,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023021285,2024-04-14,CHI,3,17:54,186,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021291,2024-04-15,BOS,3,19:47,73,2,2,0,True,False,True,0,opponent_scored,2,0,0
2023021295,2024-04-16,BOS,3,18:12,168,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023021297,2024-04-16,TOR,3,17:40,200,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023021299,2024-04-16,PHI,3,17:00,240,1,1,2,True,False,True,0,opponent_scored,1,2,0
2023021301,2024-04-16,CHI,3,18:24,156,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023021306,2024-04-17,EDM,3,15:45,315,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023021307,2024-04-18,MIN,3,18:14,166,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023021308,2024-04-18,VAN,3,17:55,185,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023021311,2024-04-18,VGK,3,19:45,75,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023030111,2024-04-21,TBL,3,17:55,185,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023030113,2024-04-25,TBL,3,19:28,92,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023030115,2024-04-29,TBL,3,16:03,297,4,5,1,True,False,True,0,opponent_scored,5,1,0
2023030121,2024-04-20,TOR,3,17:52,188,4,5,1,True,False,True,0,opponent_scored,5,1,0
2023030123,2024-04-24,TOR,3,19:24,96,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023030134,2024-04-28,WSH,3,19:09,111,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023030141,2024-04-20,NYI,3,18:28,152,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023030142,2024-04-22,NYI,3,19:04,116,2,5,3,True,False,True,0,opponent_scored,5,3,0
2023030145,2024-04-30,NYI,3,18:21,159,3,6,3,True,False,True,0,opponent_scored,6,3,0
2023030152,2024-04-24,DAL,3,19:26,94,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023030154,2024-04-29,VGK,3,18:38,142,2,2,4,True,False,True,0,opponent_scored,2,4,0
2023030156,2024-05-03,DAL,3,19:41,79,2,2,0,True,False,True,0,opponent_scored,2,0,0
2023030162,2024-04-23,WPG,3,19:03,117,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023030163,2024-04-26,WPG,3,16:25,275,4,6,2,True,False,True,0,opponent_scored,6,2,0
2023030164,2024-04-28,WPG,3,19:47,73,4,5,1,True,False,True,0,opponent_scored,5,1,0
2023030165,2024-04-30,WPG,3,19:58,62,3,3,6,True,False,True,0,opponent_scored,3,6,0
2023030171,2024-04-21,NSH,3,18:32,148,2,4,2,True,False,True,0,opponent_scored,4,2,0
2023030172,2024-04-23,VAN,3,18:07,173,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023030181,2024-04-22,LAK,3,19:34,86,3,7,4,True,False,True,0,opponent_scored,7,4,0
2023030211,2024-05-06,FLA,3,16:38,262,4,1,5,True,False,True,0,opponent_scored,1,5,0
2023030213,2024-05-10,BOS,3,18:36,144,3,2,5,True,False,True,0,opponent_scored,2,5,0
2023030225,2024-05-13,NYR,3,16:29,271,3,1,4,True,False,True,0,opponent_scored,1,4,0
2023030226,2024-05-16,CAR,3,19:11,109,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023030232,2024-05-09,COL,3,19:39,81,2,5,3,True,False,True,0,opponent_scored,5,3,0
2023030233,2024-05-11,COL,3,18:23,157,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023030234,2024-05-13,COL,3,18:10,170,4,1,5,True,False,True,0,opponent_scored,1,5,0
2023030311,2024-05-22,NYR,3,18:41,139,3,0,3,True,False,True,0,opponent_scored,0,3,0
2023030315,2024-05-30,NYR,3,18:08,172,2,1,3,True,False,True,0,opponent_scored,1,3,0
2023030322,2024-05-25,EDM,3,17:57,183,2,3,1,True,False,True,0,opponent_scored,3,1,0
2023030323,2024-05-27,EDM,3,18:08,172,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023030324,2024-05-29,DAL,3,18:07,173,3,5,2,True,False,True,0,opponent_scored,5,2,0
2023030411,2024-06-08,EDM,3,19:55,65,3,3,0,True,False,True,0,opponent_scored,3,0,0
2023030412,2024-06-10,EDM,3,17:32,208,3,4,1,True,False,True,0,opponent_scored,4,1,0
2023030415,2024-06-18,FLA,3,19:41,79,2,3,5,True,False,True,0,opponent_scored,3,5,0
2023030416,2024-06-21,FLA,3,16:45,255,3,4,1,True,False,True,0,opponent_scored,4,1,0
